GO	obs	exp	oddsratio	p_val	pval_adj
tRNA splicing	7	0.8386514718505143	8.346733100645793	3.005714748696528e-05	0.0418996635968296
external side of plasma membrane	44	22.05609228881537	1.9949136693770715	3.018659762756656e-05	0.04204993049520022
cell cortex	39	18.658002119653133	2.0902559529093376	3.091454298073312e-05	0.0430330438291805
chondroitin sulfate catabolic process	9	1.5164054442902433	5.935088161209068	3.227384612592826e-05	0.04489291996116621
myofibril assembly	7	0.8543986967662381	8.192896391923204	3.372720035267176e-05	0.04688080849021375
extracellular matrix binding	16	4.668185767887948	3.427455717392961	3.382716336559564e-05	0.04698592991481235
nuclear matrix	28	11.587273993140242	2.4164441107180363	3.4972787566486666e-05	0.04854222914228349
negative regulation of type 2 immune response	6	0.5826067285464841	10.298542234431611	3.575622924795505e-05	0.049593889966913655
sublamina densa	10	1.9402954661232807	5.153854232304138	3.871663423463812e-05	0.05366125504920844
negative regulation of phosphoprotein phosphatase activity	17	5.2652177982229	3.228736331807164	4.0583195089866477e-05	0.05620772519946507
histone modification	6	0.6028594212160457	9.95256902164226	4.302843945758556e-05	0.05955136020929841
collagen catabolic process	33	14.976469429949788	2.2034565726156354	4.4798022623199735e-05	0.06195566528788523
transcription initiation from RNA polymerase III promoter	4	0.1846403057690731	21.663742287140387	4.697434455128551e-05	0.06491854416987657
metanephros morphogenesis	10	1.9897630820000625	5.0257239620448875	4.756262587615508e-05	0.06568398633497016
cytosol	477	383.7444780107176	1.2430146290904487	5.0019758804162e-05	0.06902726714974355
trans-Golgi network transport vesicle membrane	4	0.1913962505247654	20.89905099516266	5.372141346717479e-05	0.07405742429579326
SH3 domain binding	34	15.786887071376464	2.1536861476412352	5.3703715950538984e-05	0.07405742429579326
midgut development	7	0.926389980937081	7.556212981620566	5.551068205675377e-05	0.07643820919214994
DNA-templated transcriptional preinitiation complex assembly	5	0.3871004224085771	12.916544933972187	5.7127568463553374e-05	0.07860753420584944
chondroitin sulfate biosynthetic process	9	1.6423410435291936	5.479982391878901	5.886420221918285e-05	0.08093827805137642
enteric nervous system development	10	2.05272632070532	4.871570018434793	6.126472779694032e-05	0.08417773599299601
neuron remodeling	7	0.9466387035918786	7.394584621819866	6.336865942099801e-05	0.08700516938503026
negative regulation of circadian rhythm	8	1.2878845101142764	6.211737106217813	6.416203180224257e-05	0.08803030763267682
mitotic spindle	24	9.546129826696774	2.5141078568700617	6.668260595174906e-05	0.09142185275984796
trans-Golgi network	22	8.385265921849625	2.623649649878633	7.189513536755162e-05	0.09849633545354572
hair cycle process	9	1.6940703745101091	5.312648243791299	7.418232083214487e-05	0.10155559721920633
T cell receptor binding	5	0.434375578743792	11.510776030411122	9.683686708959445e-05	0.1324728341785652
glial cell migration	9	1.759299112429803	5.1156735863806135	9.814717274395752e-05	0.13416718514098994
anion transmembrane transport	8	1.3756174568416764	5.815570280975827	0.0001002503420612488	0.13694196725566588
wound healing	26	11.086212933363317	2.3452553325720906	0.00010270811578237824	0.1401965780429463
regulation of isotype switching to IgG isotypes	6	0.7131331241595698	8.413576367064739	0.0001060836427712311	0.14469808873995924
microtubule cytoskeleton organization	32	15.06720919182017	2.1238173302440417	0.00011060893889641786	0.15075998371581753
cellular calcium ion homeostasis	27	11.88069435939792	2.272594444670849	0.00012642022856695147	0.1721843513081879
transcription from RNA polymerase III promoter	16	5.358531611534502	2.98589262132171	0.00016070567720134426	0.21872042667102953
regulation of vasoconstriction	8	1.4881097552349614	5.375947554847431	0.00016961386383726145	0.23067485481867558
negative regulation of transcription regulatory region DNA binding	8	1.4903597635245538	5.367831442980445	0.00017132458962727305	0.23283011730346406
regulation of blood vessel diameter	6	0.7829060119118321	7.663755174581157	0.0001740522723257804	0.23636298581840978
mitotic spindle assembly	12	3.3111140695880996	3.624157835641341	0.0001863936770411829	0.2529362197448852
ureteric bud invasion	6	0.7964111483476859	7.533797100214128	0.00019047688041082755	0.25828664983708216
regulation of circadian rhythm	15	4.898332766247023	3.062266431419402	0.00019438056641316723	0.2633856674898416
circadian regulation of translation	8	1.5196104506074686	5.264507095750742	0.00019488544146583012	0.263874887744734
C-5 methylation of cytosine	5	0.5109222597505786	9.78622462532929	0.00020233952365849122	0.2737653755099386
DNA methylation on cytosine	5	0.5109222597505786	9.78622462532929	0.00020233952365849122	0.2737653755099386
DNA (cytosine-5-)-methyltransferase activity	5	0.5109222597505786	9.78622462532929	0.00020233952365849122	0.2737653755099386
lyase activity	27	12.279514509588308	2.1987839974387735	0.00021056643497048818	0.284264687210159
sensory perception of sound	32	15.65815412506156	2.043663623720666	0.00021453986753096696	0.28941428129927443
regulation of mitochondrial fission	6	0.845931942621838	7.09276916698985	0.0002614255656277327	0.3524016624661837
kidney development	25	11.140589126984693	2.2440464965578073	0.000261662228027275	0.3524590211527394
kinesin complex	18	6.809029305641116	2.643548616406664	0.00028082249121799197	0.3779870731794172
Rac protein signal transduction	7	1.2144202861652833	5.7640670859538785	0.00028343836860281207	0.3812246057707822
negative regulation of NF-kappaB transcription factor activity	23	9.955351822010336	2.3103151361410643	0.000301952263742196	0.4058238424695115
microtubule	78	50.86489711795904	1.5334740542011296	0.0003223396293835553	0.4329021222621148
inositol phosphate biosynthetic process	7	1.2414284744381832	5.638665572873941	0.00032265692653029503	0.4330055954036559
telomere maintenance via recombination	17	6.3157222584064465	2.69169531281595	0.0003333284440784298	0.4469934435091744
aggresome	15	5.199859335872472	2.8846934178620787	0.00035971614380508676	0.48201963269881626
smoothened signaling pathway involved in ventral spinal cord patterning	3	0.13067679077748537	22.957404923636048	0.000372151382246378	0.496042367783697
mesenchymal to epithelial transition involved in metanephric renal vesicle formation	3	0.13067679077748537	22.957404923636048	0.000372151382246378	0.496042367783697
negative regulation of hair follicle development	3	0.13067679077748537	22.957404923636048	0.000372151382246378	0.496042367783697
regulation of heart morphogenesis	3	0.13067679077748537	22.957404923636048	0.000372151382246378	0.496042367783697
ventral midline determination	3	0.13067679077748537	22.957404923636048	0.000372151382246378	0.496042367783697
response to hydroxyisoflavone	4	0.3220224455436167	12.421494387596082	0.0003704573321760246	0.496042367783697
detection of cell density by contact stimulus involved in contact inhibition	3	0.13067679077748537	22.957404923636048	0.000372151382246378	0.496042367783697
morphogenesis of an epithelial fold	4	0.3220224455436167	12.421494387596082	0.0003704573321760246	0.496042367783697
negative regulation of cardiocyte differentiation	4	0.3220224455436167	12.421494387596082	0.0003704573321760246	0.496042367783697
multivesicular body	4	0.3220224455436167	12.421494387596082	0.0003704573321760246	0.496042367783697
epidermal growth factor-activated receptor activity	4	0.3220224455436167	12.421494387596082	0.0003704573321760246	0.496042367783697
diterpenoid metabolic process	4	0.3220224455436167	12.421494387596082	0.0003704573321760246	0.496042367783697
activation of phospholipase A2 activity by calcium-mediated signaling	4	0.3220224455436167	12.421494387596082	0.0003704573321760246	0.496042367783697
positive regulation of nitric oxide mediated signal transduction	4	0.3220224455436167	12.421494387596082	0.0003704573321760246	0.496042367783697
magnesium ion homeostasis	4	0.32877955549775373	12.166206605955852	0.00039983076544318594	0.5297757642122214
cadherin binding	34	17.7298830202056	1.9176663467690338	0.000426978646908157	0.5653197285063999
interleukin-18 receptor activity	4	0.3355367227645092	11.921198869213885	0.00043082959455284584	0.569987553593415
cell surface receptor signaling pathway	47	27.260953668481193	1.724077615609643	0.0004334691737730578	0.5730462477279824
response to UV-A	4	0.3422939473446123	11.685862490501206	0.0004635045217006703	0.6122894731665854
RNA helicase activity	7	1.3314623906573573	5.257377188509264	0.0004858218977544095	0.6412849050358205
positive regulation of bone resorption	9	2.198045193230356	4.094547294895768	0.00048822060673511954	0.6439629802836226
biotin binding	8	1.7514039320000285	4.567764097037479	0.0004920737263001541	0.6485531712636031
tropomyosin binding	7	1.3472193735014748	5.195887275438099	0.0005201437024955141	0.685029256186592
phosphatidylinositol metabolic process	10	2.7006379345982543	3.7028288286588094	0.0005258676298367712	0.692041800865191
tethering complex	6	0.9697474095370896	6.187178167213779	0.0005306669048386546	0.6978269798628308
interleukin-18-mediated signaling pathway	4	0.35580856844777814	11.242000206600078	0.0005340865280398679	0.7017896978443865
positive regulation of production of miRNAs involved in gene silencing by miRNA	4	0.35580856844777814	11.242000206600078	0.0005340865280398679	0.7017896978443865
defense response to Gram-positive bacterium	17	6.599394550958628	2.575993883792049	0.0005397960539643722	0.7082124228012563
stimulatory C-type lectin receptor signaling pathway	13	4.287548502481457	3.0320356708445715	0.0005473804862178556	0.7176158174316086
neuron migration	22	9.799386776151964	2.245038439909297	0.0005806499339808777	0.7606514135149498
snRNA transcription from RNA polymerase II promoter	13	4.3438221451257	2.9927560488607	0.0006157991849731019	0.8060811331297905
regulation of integrin activation	7	1.3899898999329492	5.0360078158392865	0.0006231047134657118	0.815020965213151
negative regulation of double-strand break repair via homologous recombination	9	2.2835726255718103	3.941192804299966	0.0006372705687353232	0.8329126333370673
extracellular matrix	64	40.992445404771615	1.5612632856626372	0.0006470346044157167	0.845027193366926
regulation of response to osmotic stress	3	0.15996935572099572	18.753591814374325	0.0006558679335978317	0.8559076533451704
FK506 binding	2	0.7352329833233883	2.720226166894244	0.1692239738700586	1.0
positive regulation of vasoconstriction	6	3.0617600203912576	1.9596571775841758	0.09113656460051996	1.0
gap junction	2	1.9206996531733016	1.0412872187984632	0.5726294483515295	1.0
stress fiber	6	4.794981131754506	1.2513083649621313	0.3491297081130287	1.0
histone H3 deacetylation	8	3.7570972197627057	2.1293034308293124	0.038562351376418336	1.0
regulation of systemic arterial blood pressure by atrial natriuretic peptide	2	0.6652890283337269	3.006212209765687	0.1449003885718497	1.0
arylsulfatase activity	2	1.0805300785642056	1.8509433838783778	0.2948671540966469	1.0
response to ionizing radiation	7	9.52420695234534	0.7349693297326185	0.8364182908301561	1.0
specific granule membrane	3	7.200996078720885	0.41660903119570797	0.97433593533999	1.0
DNA methylation involved in gamete generation	5	3.911148892761508	1.2783967414929318	0.3547692953408331	1.0
regulation of atrial cardiac muscle cell action potential	2	2.078894969453301	0.9620495644981774	0.6153535225677847	1.0
SA node cell action potential	2	2.078894969453301	0.9620495644981774	0.6153535225677847	1.0
regulation of ventricular cardiac muscle cell membrane repolarization	2	2.5355772266113266	0.7887750288217018	0.7201051300698823	1.0
regulation of protein phosphorylation	3	4.749629310418149	0.6316282395806349	0.8524235450090667	1.0
negative regulation of telomere maintenance via telomere lengthening	4	2.6385597431389036	1.5159785600463567	0.27342139368781915	1.0
bone resorption	2	1.4350099305708806	1.393718578103744	0.4210352172547548	1.0
plasma membrane raft	3	0.980598465017416	3.0593562064638946	0.07754980871782813	1.0
tertiary granule membrane	2	5.319742708368785	0.3759580321156676	0.9689022088857049	1.0
gluconeogenesis	8	1.9427407030056036	4.117893853576673	0.0009504584643210056	1.0
atrial septum development	2	2.4157293828222977	0.8279073037822635	0.6952054378345701	1.0
response to acidic pH	3	1.0730849083822207	2.795678120683656	0.09506801181714639	1.0
lagging strand elongation	2	0.9721854922763405	2.057220577646212	0.25507747039044953	1.0
cellular response to cytokine stimulus	4	3.954332154515778	1.0115488137313073	0.5580460878974168	1.0
osteoclast differentiation	7	3.495337057643713	2.002668093107696	0.06570106831497742	1.0
intra-Golgi vesicle-mediated transport	4	2.0198571283015023	1.9803380862702897	0.14743390722023092	1.0
Golgi transport complex	4	1.708429425596998	2.341331716762154	0.09527947528777224	1.0
extrinsic component of Golgi membrane	4	1.038595186137978	3.8513561909274987	0.02182845183745026	1.0
double-stranded RNA binding	2	5.147291526058179	0.38855386174942563	0.964076455930754	1.0
peptidyl-serine ADP-ribosylation	2	0.8051830703901515	2.483907167882827	0.1941619027344197	1.0
response to oxidative stress	5	7.721142006649349	0.6475725994540786	0.8828498314655895	1.0
DNA methylation	5	4.906656081205608	1.019023937534961	0.5434983615528185	1.0
DNA ligase (ATP) activity	5	1.41427835839053	3.5353719233108216	0.015117863015159173	1.0
cellular response to oxidative stress	2	5.803257969386322	0.34463399879007867	0.9793249324568243	1.0
phospholipase A2 activity	2	3.5085928857450024	0.570029087194973	0.864898454945557	1.0
phosphatidylethanolamine acyl-chain remodeling	2	2.402162835465972	0.8325830249605204	0.6922739679254846	1.0
condensin complex	7	2.0295708435105753	3.449005006345089	0.005035731949992822	1.0
male meiosis I	4	8.556192132589903	0.46749768331689234	0.9707675865009954	1.0
calcineurin-NFAT signaling cascade	3	0.9039105244625204	3.318912568015344	0.06422622312928927	1.0
synapsis	3	10.919579354801986	0.27473585772154513	0.9986708387687119	1.0
DNA-dependent ATPase activity	2	5.172249265161494	0.38667896643561195	0.9648170297212849	1.0
mitotic spindle midzone	3	1.01217799588457	2.963905570164285	0.08335953214415442	1.0
motor activity	18	20.61624512295522	0.8730978843454789	0.7467230140879403	1.0
protein localization to centrosome	3	5.452494001123194	0.5502069327140958	0.9083801042220815	1.0
ciliary base	3	3.4815028852609484	0.8616968300387152	0.6759325220207555	1.0
ciliary tip	3	4.067761210525645	0.7375064180850315	0.7716354298105896	1.0
negative regulation of gene expression	5	0.9613458593132396	5.201041801513422	0.0031998857789480245	1.0
promoter-specific chromatin binding	5	2.41344255194466	2.071729445547063	0.09841812740555916	1.0
protein self-association	3	3.624066668649841	0.8277993409866439	0.7016407310480154	1.0
positive regulation of multicellular organism growth	5	3.355110642781876	1.4902638190954773	0.24857286972397905	1.0
positive regulation of branching involved in ureteric bud morphogenesis	3	0.2005300690503283	14.96034990765934	0.0012329057501525133	1.0
cellular response to cadmium ion	4	1.4647882143574567	2.7307701965329083	0.06198148659633972	1.0
cellular response to estradiol stimulus	5	2.8084915998629474	1.7803150987683198	0.15465106072784096	1.0
somite development	3	2.1611693410285513	1.388137404620144	0.3677489072461574	1.0
forebrain morphogenesis	3	0.26588222655090427	11.283191204304277	0.0026938305999521127	1.0
embryonic placenta development	4	2.223027691994146	1.7993478058799337	0.18619899587422498	1.0
heterochromatin	5	1.98024240623209	2.5249434030219358	0.051511181455166644	1.0
determination of left/right asymmetry in lateral mesoderm	3	0.2523606509176854	11.887748700483957	0.0023327978060934183	1.0
dorsal/ventral pattern formation	3	2.2786447644416263	1.316572046163211	0.3991326873853427	1.0
cell development	3	2.9363745906154115	1.0216680152416295	0.5629030198180942	1.0
renal system development	3	1.5447069358952776	1.942115964062314	0.20346348212873896	1.0
histone deacetylase complex	10	4.0205906857327465	2.4871967284522314	0.008636747177586836	1.0
autophagosome assembly	8	2.9271638798543846	2.733020879035297	0.010650871525761746	1.0
phagophore assembly site membrane	3	1.7004711441870994	1.7642169408491393	0.2439088351179522	1.0
phagophore assembly site	4	2.0627443821298024	1.9391641711174914	0.1553416602435927	1.0
myoblast migration	3	0.8452717808614348	3.549154328732748	0.05482622695700926	1.0
positive regulation of neuroblast proliferation	6	1.6116452658921265	3.72290362338433	0.006408637211560729	1.0
smoothened signaling pathway involved in regulation of cerebellar granule cell precursor cell proliferation	3	0.2523606509176854	11.887748700483957	0.0023327978060934183	1.0
spindle organization	2	2.8024728763717555	0.7136554351203271	0.7694099904933005	1.0
epithelial-mesenchymal cell signaling	3	0.2523606509176854	11.887748700483957	0.0023327978060934183	1.0
regulation of stem cell population maintenance	3	0.2884186956472571	10.401544855708908	0.0033684942025129483	1.0
left/right axis specification	3	0.5273444458582517	5.688881382105975	0.016916292535239994	1.0
regulation of cardiac muscle contraction	2	2.7255615945363187	0.7337937267714716	0.7560379181245975	1.0
pancreas morphogenesis	3	0.3289859456769739	9.118930578711263	0.004824062473352485	1.0
cation transmembrane transport	2	5.512659780714133	0.36280127552890845	0.973559337230177	1.0
DNA methylation involved in embryo development	5	1.085257021307891	4.607203548864655	0.0052836886029166965	1.0
p53 binding	18	8.532879283713754	2.109487243579741	0.0032748072212228146	1.0
intraciliary transport involved in cilium assembly	3	5.407129243056816	0.5548230613966253	0.9054504427490151	1.0
protein ADP-ribosylase activity	2	0.5930952478576408	3.3721396474248184	0.12066942537230675	1.0
positive regulation of hh target transcription factor activity	3	0.2523606509176854	11.887748700483957	0.0023327978060934183	1.0
folic acid metabolic process	3	1.2174754315392842	2.4641154328732746	0.12524605600225994	1.0
positive regulation of intracellular protein transport	3	3.4407750488654716	0.8718965806814926	0.6682934559981017	1.0
cell periphery	2	2.0269130512307436	0.986722148138322	0.6016874513002943	1.0
gene silencing	5	0.9658513820241403	5.176779878413044	0.0032630530797210806	1.0
patched binding	3	0.5070555152625619	5.916511919698871	0.015277954869202292	1.0
ATPase binding	3	6.74192834149914	0.44497654796089364	0.9637970961275546	1.0
intermediate filament cytoskeleton	5	5.076468711673839	0.9849366329200471	0.5732539010430996	1.0
caveolin-mediated endocytosis	3	0.18700960194272193	16.041957037686505	0.0010148663129604884	1.0
negative regulation of epithelial cell differentiation	3	0.46647920298245393	6.431154874256723	0.01228244289365717	1.0
histone binding	9	13.713893078407837	0.6562687887781671	0.9279927334546629	1.0
cytoplasmic microtubule	4	5.183892497543421	0.7716209396501853	0.7597795736659182	1.0
negative regulation of tyrosine phosphorylation of STAT protein	4	1.3226985516799465	3.024120647081407	0.045978339759118476	1.0
positive regulation of filopodium assembly	5	1.540514387573211	3.2456691351494316	0.020910455087926494	1.0
skin development	10	5.620531680866666	1.7791911099873092	0.06114297083581666	1.0
DNA damage response	3	4.180988050044425	0.7175337418073041	0.7871763156248092	1.0
hyaluronic acid binding	17	7.374381795282121	2.305277984234017	0.0017346603708948975	1.0
integral component of nuclear inner membrane	2	2.598900328853768	0.7695562533874047	0.7325532836155585	1.0
protein maturation	2	1.8167597939267537	1.1008609980723925	0.5427236777026205	1.0
ligand-gated ion channel activity	2	3.1215075294337558	0.6407160582319024	0.8182450747959887	1.0
blood coagulation	2	4.292392066832472	0.4659406617242865	0.9274540401878688	1.0
DNA-methyltransferase activity	5	0.6910611294375153	7.235249946802416	0.0007765433853150608	1.0
NAD+ ADP-ribosyltransferase activity	7	5.0067699479529235	1.3981069777056627	0.23998963636878418	1.0
mitochondrion localization	4	2.1078913515112316	1.8976310126858482	0.16383232757753408	1.0
GDP-dissociation inhibitor activity	2	0.8142093347832174	2.4563707569534294	0.19741416766714126	1.0
centriolar satellite	5	6.295650841353828	0.7941990631305073	0.752461506835703	1.0
telomere maintenance	2	5.830506959900251	0.3430233449261188	0.979798221822239	1.0
DNA ligation	3	0.9670647631573365	3.102170727641242	0.07511656297867125	1.0
muscle alpha-actinin binding	7	3.075626824964811	2.2759588202252363	0.03802749276635766	1.0
kinase binding	4	9.07522003138432	0.44076066323097685	0.9796420840541036	1.0
M band	4	4.343601371843202	0.9208948191999039	0.6309235685399852	1.0
striated muscle contraction	2	2.3976407042217636	0.8341533393549758	0.6912916509789273	1.0
axon ensheathment	2	1.3017792909711485	1.5363587467334554	0.3747298760564821	1.0
positive regulation of actin nucleation	5	2.065961249711658	2.4201809209625007	0.05947364775723091	1.0
regulation of cell adhesion	5	5.667698295401356	0.8821923361829066	0.6681522323531608	1.0
O-acyltransferase activity	2	2.7074658983924285	0.7386981314104492	0.7527956655992085	1.0
hydrogen peroxide metabolic process	4	0.7410716684459464	5.3975886143213945	0.007188163707642921	1.0
calcium-independent phospholipase A2 activity	2	1.0105558509735595	1.9791088222122706	0.269180635136928	1.0
phosphatidylcholine catabolic process	2	0.8886799123241178	2.2505290963193993	0.22446251107832932	1.0
lysophospholipase activity	2	3.5606713052149677	0.5616918352083764	0.8702598779422213	1.0
phosphatidylethanolamine catabolic process	2	0.6291913214990138	3.1786833855799372	0.1326575527127213	1.0
spindle midzone	6	3.5156037530595596	1.7066769810955857	0.14549032080369584	1.0
negative regulation of proteolysis	2	1.4282349546123911	1.400329822163455	0.4187221123229853	1.0
regulation of blood pressure	8	5.890019023138435	1.35822990869345	0.24227177715100584	1.0
positive regulation of adenylate cyclase activity	2	0.8300055431745422	2.4096224614965243	0.20312125099175868	1.0
negative regulation of mitotic cell cycle	4	1.1580866441310835	3.4539729995774313	0.03071448065366312	1.0
cochlea morphogenesis	2	2.1557440039400557	0.9277539431141164	0.634891101139565	1.0
hemopoiesis	4	11.175248180013236	0.3579338852763861	0.9955997826114152	1.0
neuron projection regeneration	3	1.0527820873822793	2.8495925566699536	0.09109330107872451	1.0
regulation of glucose metabolic process	2	1.6540984789427444	1.2091178520872268	0.4930656865739135	1.0
microtubule-based movement	18	28.173186447066133	0.6389053660586008	0.9827162196855127	1.0
positive regulation of protein export from nucleus	3	1.9194954527637884	1.562910709520278	0.30251692671586794	1.0
regulation of cell migration	3	5.366303160939915	0.559044077464037	0.9027415169854435	1.0
cellular response to cholesterol	6	1.4877299355055928	4.032990031864183	0.004406815870904283	1.0
DNA replication factor A complex	9	2.517694755557569	3.574698632601655	0.0012432991325227807	1.0
system development	2	0.9812136459866866	2.038292076532267	0.2583953801769979	1.0
epithelial cell development	11	5.933097557550145	1.8540062578276644	0.040639081462696854	1.0
regulation of myelination	2	1.9229593656076482	1.0400635789659587	0.5732635158126087	1.0
cis-Golgi network	8	6.120825051182627	1.3070133410289664	0.27404667587023257	1.0
endoplasmic reticulum-Golgi intermediate compartment	6	7.135258416916885	0.8408945618247944	0.7161764887253985	1.0
nuclear chromosome	8	3.294663494221618	2.428169072207492	0.019995701974425472	1.0
spindle assembly	4	3.3707839388145313	1.1866675742518096	0.4360250012897823	1.0
receptor clustering	5	2.5308081158402707	1.9756535348156634	0.11388352154157702	1.0
energy homeostasis	3	3.2371670136381017	0.9267362441792706	0.6281351011418785	1.0
type I interferon signaling pathway	2	3.2935223188110228	0.6072526026549016	0.8405349193616378	1.0
regulation of G1/S transition of mitotic cell cycle	2	1.809981577435613	1.1049836224485807	0.5407233643336609	1.0
negative regulation of viral genome replication	2	3.6263402361960457	0.551520229689743	0.8767407281967696	1.0
regulation of cell maturation	2	1.425976642071432	1.4025475179556366	0.4179500296202781	1.0
ribonucleoprotein complex binding	3	2.7035079125527717	1.1096693988098105	0.5078605796429464	1.0
cerebellar cortex development	2	1.425976642071432	1.4025475179556366	0.4179500296202781	1.0
regulation of Rap protein signal transduction	2	1.4463016849553616	1.3828373573814425	0.42487981579578193	1.0
cerebellar Purkinje cell layer structural organization	2	1.425976642071432	1.4025475179556366	0.4179500296202781	1.0
Ras GTPase binding	3	2.9205465486725664	1.0272049939979715	0.5592821152649765	1.0
cerebellar granular layer structural organization	2	1.425976642071432	1.4025475179556366	0.4179500296202781	1.0
microtubule motor activity	18	25.645516750067507	0.7018770639493009	0.9516281716843635	1.0
ATP-dependent microtubule motor activity	2	5.467263344050079	0.36581373058910044	0.9725282576797775	1.0
glycogen biosynthetic process	8	2.5147743712717254	3.181199908584398	0.004523647748243604	1.0
cell proliferation in forebrain	2	1.5931090292259331	1.2554068574777766	0.47358078940894793	1.0
regulation of neuron apoptotic process	2	1.6879835199972835	1.1848456909124436	0.5036911581351571	1.0
scavenger receptor activity	17	8.091468152780283	2.100978423076248	0.004333049367147255	1.0
regulation of vesicle fusion	2	3.2120370134339393	0.6226578310384508	0.8303040680904625	1.0
apical junction complex	6	3.791197146184382	1.5826135567860535	0.18424058195761653	1.0
protein N-terminus binding	4	7.512326351170013	0.5324582310480983	0.9409943247113138	1.0
positive regulation of epithelial to mesenchymal transition	2	1.9116608673872961	1.0462106716310193	0.5700863198924399	1.0
eyelid development in camera-type eye	4	1.0994659546061416	3.6381299332119004	0.02612759988991847	1.0
nucleotide-excision repair	5	10.242391052329873	0.4881672623564428	0.9747115972383593	1.0
digestive tract development	6	3.971965847811364	1.51058700650866	0.2116188639602153	1.0
caveola	6	6.121731135930264	0.9801149163157807	0.5740903380843483	1.0
azurophil granule membrane	5	10.041856952478208	0.49791587588449576	0.9712096961741994	1.0
vasculogenesis	4	5.3946701155489	0.7414725857788629	0.7859447644251686	1.0
activation of protein kinase activity	2	4.872807769897177	0.4104409807330041	0.9548767726411486	1.0
P granule	4	2.2568944848367334	1.7723469248892978	0.1929575458150541	1.0
positive regulation of calcium ion transport	2	5.612541006973845	0.35634483516733445	0.9756977451415442	1.0
meiotic attachment of telomere to nuclear envelope	2	1.6540984789427444	1.2091178520872268	0.4930656865739135	1.0
regulation of membrane potential	4	4.891615559317132	0.8177257496004855	0.7194713998586717	1.0
14-3-3 protein binding	6	3.556259083298629	1.6871661651925158	0.1509567139561394	1.0
positive regulation of blood vessel diameter	4	1.1964178876484592	3.3433134369646864	0.03395370475290055	1.0
autophagosome	4	3.5675141615070483	1.1212289058749676	0.47854985428532215	1.0
microtubule-based process	3	1.0775967165724274	2.783972847970685	0.09596080787342903	1.0
positive regulation of DNA replication	4	2.8079963301661195	1.424503286214538	0.31082129526884483	1.0
DNA synthesis involved in DNA repair	3	11.72846452612276	0.25578795871515086	0.9993221426661321	1.0
Golgi vesicle transport	2	1.4327515988620882	1.3959153851850024	0.42026470765652696	1.0
replication fork	7	5.262347385885056	1.330204847132625	0.27825762473943894	1.0
heart trabecula formation	2	1.9658951169777255	1.017348271903084	0.5851802839214857	1.0
transcription-coupled nucleotide-excision repair	4	2.1327232740539883	1.8755363382876193	0.16857203929488002	1.0
strand displacement	2	11.20528089631772	0.17848727028853334	0.99982810146838	1.0
erythrocyte differentiation	2	5.072422979692358	0.3942888848203467	0.9617637412219335	1.0
base-excision repair	5	4.56035026498073	1.096407010311329	0.48000506808860705	1.0
lactation	2	2.2552066747340933	0.8868366799401283	0.6590084072406235	1.0
negative regulation of signal transduction	10	3.9822676696331545	2.5111320558020647	0.00811819931353647	1.0
site of double-strand break	9	5.981282159318701	1.5046941040857278	0.15207636069694208	1.0
striated muscle thin filament	7	1.4777892364691951	4.736805376066167	0.000884894164332378	1.0
positive regulation of viral genome replication	2	1.778350661331492	1.1246375889120506	0.5313084901143774	1.0
RNA polymerase II transcription factor binding	2	2.4473855561532147	0.8171985795093061	0.7019556321918499	1.0
regulation of cardiac muscle contraction by calcium ion signaling	2	2.221297554347826	0.9003746463796927	0.6509334192263287	1.0
microtubule anchoring	3	5.5023982073718996	0.5452168103683802	0.9115074350675485	1.0
hyaluronan catabolic process	9	3.7524777722999505	2.398415272819528	0.015199744411022273	1.0
clustering of voltage-gated sodium channels	5	2.5217793821000107	1.9827269726649333	0.11265462005530615	1.0
axonogenesis	3	8.627602719773778	0.34772115701668077	0.991491631364371	1.0
retinoid X receptor binding	2	1.7354249938099113	1.15245545450469	0.5183217544343665	1.0
cellular response to steroid hormone stimulus	2	1.0782727496443048	1.8548182736322976	0.2940401013871393	1.0
filopodium membrane	2	2.0336931095333854	0.9834325496922611	0.6034906100855335	1.0
histone methyltransferase complex	4	4.153469443279335	0.9630503015912006	0.5963094762011695	1.0
chloride transport	2	8.844966616546483	0.2261173034003943	0.998552028654224	1.0
response to cAMP	4	5.186158627886928	0.7712837741775319	0.7600736298887658	1.0
piRNA metabolic process	4	3.0610886351632076	1.3067246580355008	0.36735716558019366	1.0
embryonic organ development	4	2.078545530708073	1.9244226026828328	0.15829436318095963	1.0
cardiovascular system development	4	3.1899253678501127	1.2539478322327793	0.39609398112914795	1.0
MLL3/4 complex	4	2.9639097744360905	1.3495687468290207	0.3456203522908551	1.0
sulfuric ester hydrolase activity	2	1.3875863064041791	1.4413517853046869	0.4047461485490848	1.0
mismatch repair	3	3.972663063114121	0.7551609467852372	0.7578736125176864	1.0
glucose transmembrane transport	3	2.0324180668314837	1.4760742629477632	0.3330363072932128	1.0
CARD domain binding	2	3.012885685560952	0.6638154277093429	0.8027643641269058	1.0
GPI anchor biosynthetic process	2	3.70107351403728	0.5403837541768576	0.8837512488267756	1.0
pi-body	3	2.491048072023102	1.204312367028531	0.45462788928494635	1.0
DNA damage response	2	3.2776773031314574	0.6101881957962187	0.8385904516265758	1.0
positive regulation of Rho protein signal transduction	2	4.22666840495753	0.4731859252677988	0.9235001715366594	1.0
t-circle formation	4	5.809588452323706	0.6885169290089884	0.8307454948745547	1.0
