GO	obs	exp	oddsratio	p_val	pval_adj
extrinsic component of plasma membrane	38	47.564641714773614	0.798912777013459	0.9290080253181704	1.0
neurexin family protein binding	8	16.80203172753411	0.47613289450525825	0.9933035899421437	1.0
proximal/distal pattern formation involved in metanephric nephron development	4	4.117115308772163	0.9715540372350927	0.5920855267725215	1.0
specification of loop of Henle identity	4	4.117115308772163	0.9715540372350927	0.5920855267725215	1.0
protein tyrosine kinase inhibitor activity	3	12.97569528894721	0.2312014834808445	0.9997389058496412	1.0
pericentriolar material	29	103.33382525726675	0.28064382527018306	1.0	1.0
protein auto-ADP-ribosylation	2	2.732663904708192	0.7318865655429259	0.7580892833883222	1.0
negative regulation of mitochondrial fusion	20	16.90356961022798	1.1831820414960423	0.2618679482127222	1.0
mitochondrial protein processing	2	7.434201374162354	0.26902687986782564	0.9946576371973603	1.0
protein quality control for misfolded or incompletely synthesized proteins	17	24.709967660065697	0.6879814750819792	0.9553917506315532	1.0
protein-N-terminal asparagine amidohydrolase activity	3	1.5301610454811434	1.9605779462623039	0.2099990558858938	1.0
positive regulation of prolactin secretion	8	7.979145371646697	1.0026136418603686	0.5467076214277032	1.0
gastric acid secretion	3	10.423262798017133	0.2878177455691422	0.9978501070219229	1.0
regulation of grooming behavior	8	16.656149809005115	0.4803030767455523	0.9926901245403397	1.0
head development	16	13.953299177980686	1.146682214429198	0.3314654315405493	1.0
molecular adaptor activity	8	11.259678890326411	0.7104998355568632	0.8704133615225992	1.0
negative regulation of megakaryocyte differentiation	4	0.7285971924627291	5.49000193986421	0.009234250831379458	1.0
beta-galactoside alpha-2	2	5.283673004909535	0.3785245601197539	0.9670112145611053	1.0
regulation of cell motility involved in somitogenic axis elongation	7	3.35149805216467	2.088618251017282	0.06033849068739509	1.0
negative regulation of convergent extension involved in axis elongation	7	3.35149805216467	2.088618251017282	0.06033849068739509	1.0
eye photoreceptor cell differentiation	7	3.35149805216467	2.088618251017282	0.06033849068739509	1.0
negative regulation of signaling	8	2.8413209963447006	2.815591765341484	0.010872681910742539	1.0
tau-protein kinase activity	21	16.902913390281157	1.2423893748443737	0.19418130878156953	1.0
regulation of Arp2/3 complex-mediated actin nucleation	6	2.2950425523794986	2.6143306117697924	0.03440061906986805	1.0
regulation of interferon-beta production	2	8.673651856480788	0.23058338437986048	0.9981877555457294	1.0
autophagosome membrane docking	6	3.788861246183422	1.5835892660476527	0.19131745009962559	1.0
smooth endoplasmic reticulum membrane	7	3.315064039589909	2.111573084683437	0.05774332307668947	1.0
endoplasmic reticulum-Golgi intermediate compartment organization	17	9.87101444562425	1.7222140737050566	0.027404618960569983	1.0
autophagosome membrane	18	21.38985397980358	0.8415204712007712	0.7945065790811747	1.0
positive regulation of cation channel activity	30	36.553076183830804	0.8207243584404657	0.8774750389019871	1.0
regulation of feeding behavior	3	4.226601152343419	0.70979018172478	0.7927558603860729	1.0
regulation of voltage-gated calcium channel activity	2	3.4979136275740403	0.5717694068355511	0.8629706773542338	1.0
establishment of protein localization to chromatin	14	8.086599879545666	1.7312591458137743	0.040825377669288995	1.0
chromatin silencing	37	24.071115021863587	1.5371120102410385	0.009950462535391526	1.0
positive regulation of insulin receptor signaling pathway	24	13.69388886374949	1.7526065998339508	0.008592677779812919	1.0
cellular glucose homeostasis	14	7.940850470645784	1.7630353388157252	0.03620934850255118	1.0
regulation of insulin receptor signaling pathway	2	1.27517105789467	1.5684170273610472	0.3753138954210061	1.0
regulation of T cell differentiation	25	19.48828091297282	1.2828222310444108	0.13570422839427032	1.0
mitogen-activated protein kinase kinase binding	13	5.7185981647952255	2.27328440036764	0.007417223520317024	1.0
face development	18	12.931698598253083	1.391928512966702	0.11179854549854756	1.0
regulation of axon regeneration	24	10.487631069937901	2.2884100174723354	0.00033628104110315345	1.0
establishment of protein localization to membrane	50	43.89315187183491	1.1391298612138103	0.20227641581680414	1.0
CD4-positive	4	3.7891552640506614	1.0556442587480415	0.5287514193073215	1.0
regulation of cellular pH	7	1.420637309983675	4.927366014398452	0.001062844233304873	1.0
cytolytic granule	15	6.811084077771197	2.202292590830633	0.005541638185489693	1.0
somatic muscle development	7	3.35149805216467	2.088618251017282	0.06033849068739509	1.0
positive regulation of hormone secretion	15	8.268468027772554	1.814120820158853	0.02525490784046517	1.0
tetrahydrobiopterin binding	22	8.994777300059239	2.4458637791794033	0.00025123915249792976	1.0
regulation of release of sequestered calcium ion into cytosol	18	50.854399206967365	0.3539516793177234	0.999999949069339	1.0
cellular response to histamine	9	9.108659199710445	0.9880707799767171	0.560678146126323	1.0
positive regulation of small intestine smooth muscle contraction	6	9.583601142968636	0.626069460789499	0.9132634638811398	1.0
hematopoietic stem cell migration	6	7.578836649060701	0.7916782321391796	0.7659906849768698	1.0
stem cell factor receptor activity	5	6.704388147477947	0.7457802099183201	0.7970132985569925	1.0
melanocyte migration	5	6.704388147477947	0.7457802099183201	0.7970132985569925	1.0
positive regulation of long-term neuronal synaptic plasticity	9	6.8126702640957815	1.3210679001201497	0.2540973957745162	1.0
positive regulation of pyloric antrum smooth muscle contraction	5	6.704388147477947	0.7457802099183201	0.7970132985569925	1.0
melanocyte adhesion	5	6.704388147477947	0.7457802099183201	0.7970132985569925	1.0
mast cell differentiation	22	8.739778086932917	2.517226385060372	0.00017342495210184977	1.0
signal transducer	34	35.5257236023658	0.957052990125043	0.6229603317074153	1.0
Kit signaling pathway	5	6.704388147477947	0.7457802099183201	0.7970132985569925	1.0
cellular response to thyroid hormone stimulus	24	17.81218575641216	1.3473921914024676	0.09859834895963825	1.0
regulation of bile acid metabolic process	8	7.760472819655861	1.0308650240662476	0.5163409740717063	1.0
somatic stem cell division	8	8.744528519561602	0.9148577858833573	0.6459390566916976	1.0
myeloid leukocyte differentiation	6	7.615284129867743	0.7878891841300482	0.7697930746656327	1.0
ectopic germ cell programmed cell death	8	13.665934168494376	0.5853972294439487	0.9603053175743396	1.0
positive regulation of colon smooth muscle contraction	5	6.704388147477947	0.7457802099183201	0.7970132985569925	1.0
mast cell cytokine production	6	14.396308274493776	0.4167735148204848	0.9953696323182787	1.0
positive regulation of vascular smooth muscle cell differentiation	5	6.704388147477947	0.7457802099183201	0.7970132985569925	1.0
immature B cell differentiation	5	6.704388147477947	0.7457802099183201	0.7970132985569925	1.0
dendritic cell cytokine production	5	6.704388147477947	0.7457802099183201	0.7970132985569925	1.0
Fc receptor signaling pathway	14	15.048053330995247	0.9303528962888165	0.6412995821747162	1.0
mast cell proliferation	5	6.704388147477947	0.7457802099183201	0.7970132985569925	1.0
mast cell chemotaxis	23	16.427762684682214	1.4000689224373783	0.07762953058469076	1.0
regulation of bone mineralization	27	39.441136253613074	0.6845644564189405	0.9835015967012749	1.0
formation of translation preinitiation complex	15	33.94543264842282	0.44188566265620804	0.9998871012974999	1.0
regulation of DNA-dependent DNA replication initiation	6	28.370626204429755	0.21148634354299756	0.9999998780107989	1.0
synaptic vesicle membrane organization	3	0.437170332931938	6.862313780260708	0.014390337192909317	1.0
NADPH-hemoprotein reductase activity	22	8.994777300059239	2.4458637791794033	0.00025123915249792976	1.0
blood vessel remodeling	53	38.12489225007325	1.3901678633569954	0.014762665085689283	1.0
arginine binding	22	8.994777300059239	2.4458637791794033	0.00025123915249792976	1.0
nitric-oxide synthase activity	22	8.994777300059239	2.4458637791794033	0.00025123915249792976	1.0
traversing start control point of mitotic cell cycle	3	16.987681698483055	0.17659855260108215	0.9999916211873723	1.0
negative regulation of mitotic nuclear division	8	15.270353897825704	0.5238909362237567	0.9835627859221248	1.0
tRNA (uracil) methyltransferase activity	3	10.131588398141576	0.2961036198973782	0.9972792305397905	1.0
enucleate erythrocyte differentiation	9	2.221919113250778	4.050552491459761	0.0007660995648990864	1.0
megakaryocyte differentiation	2	6.450016752265797	0.31007671403294096	0.9875812113260102	1.0
granulocyte differentiation	6	6.449015857397928	0.9303745149141099	0.6249821172813738	1.0
natural killer cell differentiation	27	18.611962949395572	1.4506798704366017	0.04340848939671852	1.0
CBM complex	9	9.509588099812946	0.9464132311027257	0.610462919971194	1.0
otic vesicle formation	31	17.11498372164724	1.8112783806385293	0.002016547178861163	1.0
regulation of T cell receptor signaling pathway	10	23.512559785768545	0.4253046070318853	0.9993271407138691	1.0
positive regulation of T cell activation	16	14.026202028115318	1.1407221974935362	0.33856965991544336	1.0
lymphotoxin A biosynthetic process	2	3.3157071918558545	0.6031895714170611	0.8426503573222094	1.0
immunological synapse	45	33.650641080071324	1.3372702140480177	0.03855644844597138	1.0
B cell apoptotic process	11	12.279030043537464	0.8958362314447934	0.6808488107870208	1.0
embryonic heart tube anterior/posterior pattern specification	2	7.725826061877591	0.25887199426723106	0.9958504526368066	1.0
negative regulation of intracellular estrogen receptor signaling pathway	11	53.208453361205294	0.20673406771150743	1.0	1.0
negative regulation of androgen receptor signaling pathway	11	8.852842000788915	1.2425388365701933	0.2833213224500038	1.0
aorta morphogenesis	30	39.76507849779107	0.7544308004237055	0.9509655984712515	1.0
nodal signaling pathway involved in determination of lateral mesoderm left/right asymmetry	2	5.757487425535705	0.34737375041924823	0.9777411793307074	1.0
large ribosomal subunit	5	9.40170171613746	0.5318186165614889	0.9555037402356631	1.0
filopodium assembly	20	54.98127293612091	0.3637602211072245	0.9999999704746386	1.0
regulated exocytosis	4	19.759562207744814	0.20243363481161486	0.9999950497549526	1.0
T cell apoptotic process	21	14.315038796522948	1.4669886892029098	0.062170278760851815	1.0
positive regulation of non-canonical Wnt signaling pathway via JNK cascade	7	3.35149805216467	2.088618251017282	0.06033849068739509	1.0
amelogenesis	17	14.754680480075347	1.152176763363783	0.3180700150933089	1.0
desmosome organization	3	0.2550142254044665	11.764049614259111	0.004327890571654043	1.0
uroporphyrinogen III biosynthetic process	4	2.5502703986294906	1.5684611334349452	0.26269921253703826	1.0
cellular response to amine stimulus	4	2.5502703986294906	1.5684611334349452	0.26269921253703826	1.0
voltage-gated proton channel activity	4	1.9308726188743035	2.071602218033417	0.14027744756295515	1.0
voltage-gated cation channel activity	10	7.286129521138229	1.3724707982459545	0.2069880395057207	1.0
cellular response to pH	7	7.359868352225656	0.9511039688479169	0.6040588577487815	1.0
UDP-N-acetylglucosamine biosynthetic process	4	2.8417620069374356	1.4075774080429755	0.3259859063220564	1.0
UDP-N-acetylglucosamine metabolic process	16	5.317230187249611	3.0090854517389545	0.00021023039124606636	1.0
alcohol dehydrogenase (NAD) activity	11	9.29017699978368	1.1840463319758205	0.3348709113160475	1.0
alcohol dehydrogenase activity	6	2.732239857859496	2.1960004656035386	0.06582623243850429	1.0
ethanol oxidation	17	7.830627614589534	2.1709626401243582	0.0037731620324561056	1.0
aldehyde oxidase activity	6	2.732239857859496	2.1960004656035386	0.06582623243850429	1.0
ethanol binding	6	2.732239857859496	2.1960004656035386	0.06582623243850429	1.0
cornea development in camera-type eye	6	8.380705033408075	0.7159302202001083	0.8392587050274647	1.0
calcium ion import across plasma membrane	25	10.560081667972186	2.3674059335945135	0.00015925347726760701	1.0
protein serine/threonine kinase inhibitor activity	12	5.755253850090332	2.085051383061349	0.01761074988097782	1.0
tyrosine catabolic process	20	10.63500421349109	1.8805822356543025	0.007879004208897825	1.0
L-tyrosine:2-oxoglutarate aminotransferase activity	3	3.4613378490887685	0.866716896991081	0.6737840602282895	1.0
aromatic amino acid family catabolic process	3	3.4613378490887685	0.866716896991081	0.6737840602282895	1.0
response to mercury ion	7	6.230110564016439	1.1235755654851858	0.4356901776668338	1.0
cell migration involved in gastrulation	7	7.870114006514658	0.8894407367168503	0.6708254973383755	1.0
branching involved in mammary gland duct morphogenesis	14	21.68498010464687	0.6456081551580461	0.9661695066117424	1.0
coreceptor activity involved in Wnt signaling pathway	7	2.950729578790693	2.372294652249642	0.03559208081689505	1.0
regulation of canonical Wnt signaling pathway	14	23.18058361201175	0.6039537327587153	0.9828348913701356	1.0
retina morphogenesis in camera-type eye	13	4.771393796834381	2.7245707551166607	0.0018067829118326418	1.0
anatomical structure regression	8	4.407958180607642	1.8148992509037802	0.08575321089816053	1.0
tetrapyrrole biosynthetic process	7	4.590315768046614	1.5249495576594754	0.1888009394298067	1.0
uroporphyrinogen-III synthase activity	4	2.5502703986294906	1.5684611334349452	0.26269921253703826	1.0
dendrite extension	7	15.963852661411444	0.4384906418561931	0.9954948140665596	1.0
cellular response to brain-derived neurotrophic factor stimulus	2	10.0955212105188	0.1981076517293773	0.9994859476475101	1.0
autophagic cell death	7	5.975017670841697	1.171544652354796	0.395523988682321	1.0
PAS complex	5	2.8052163563812873	1.782393713991448	0.1621362292562044	1.0
cellular macromolecule catabolic process	6	3.388063625607993	1.7709230590152485	0.1361699952968954	1.0
locomotion involved in locomotory behavior	4	2.1494802009936604	1.8609150240839074	0.18070788245190744	1.0
ganglioside metabolic process	4	1.0929112356787285	3.659949563530553	0.030580267422460405	1.0
mitophagy	10	11.623332037187598	0.8603384957089824	0.7221030928645138	1.0
response to mitochondrial depolarisation	6	7.833971178899777	0.7658950821979735	0.7916404202946477	1.0
ERCC4-ERCC1 complex	11	33.768129314566	0.3257509439604968	0.9999978638902258	1.0
meiotic DNA double-strand break processing	3	26.366007801126454	0.11378286855668111	0.9999999995199904	1.0
5'-flap endonuclease activity	14	40.41076615574518	0.34644233039391725	0.9999993062939299	1.0
DNA double-strand break processing involved in repair via single-strand annealing	3	26.366007801126454	0.11378286855668111	0.9999999995199904	1.0
Slx1-Slx4 complex	3	26.366007801126454	0.11378286855668111	0.9999999995199904	1.0
coreceptor activity involved in canonical Wnt signaling pathway	7	2.950729578790693	2.372294652249642	0.03559208081689505	1.0
telomeric D-loop disassembly	14	65.93323584673065	0.2123360065710198	1.0	1.0
positive regulation of t-circle formation	7	28.55205083472348	0.2451662768646718	0.9999994937760103	1.0
lipase binding	6	5.1370901734937515	1.1679763830034895	0.41393265015138564	1.0
lipid particle organization	32	17.806652947790482	1.7970811299475953	0.0019396327290804442	1.0
calcium-dependent protein serine/threonine kinase activity	7	1.9306478810331158	3.6257258865113227	0.005009781732545986	1.0
glutamate receptor binding	3	1.3115554877117996	2.287360335195531	0.15678925534878171	1.0
Fanconi anaemia nuclear complex	18	25.839904645355702	0.6965969978234886	0.9540243820506271	1.0
spermatid differentiation	5	17.3875997607016	0.2875612545039538	0.9998397285689122	1.0
nuclear membrane organization	9	2.0762077607079705	4.334826297408247	0.0004944091169957297	1.0
regulation of telomere maintenance via telomerase	6	5.501500580299777	1.0906115363297952	0.4759518346420885	1.0
protein poly-ADP-ribosylation	18	6.40958595808688	2.808293720952391	0.0001928091445794047	1.0
postsynaptic density organization	2	10.0955212105188	0.1981076517293773	0.9994859476475101	1.0
positive regulation of neurotrophin TRK receptor signaling pathway	4	10.42285841941696	0.3837718828213494	0.9918660378459603	1.0
3'-flap endonuclease activity	3	26.366007801126454	0.11378286855668111	0.9999999995199904	1.0
retinal blood vessel morphogenesis	27	12.198543853372906	2.2133789347762587	0.0002452081388814851	1.0
glucose catabolic process	7	2.950729578790693	2.372294652249642	0.03559208081689505	1.0
mammary gland duct morphogenesis	10	14.102388861313683	0.7090997205042655	0.892792632796628	1.0
calcitonin gene-related peptide receptor signaling pathway	13	4.006394942849792	3.2448124025318776	0.00041538825359329994	1.0
calcitonin gene-related peptide receptor activity	13	4.006394942849792	3.2448124025318776	0.00041538825359329994	1.0
positive regulation of potassium ion export across plasma membrane	2	2.1496469889820986	0.9303853191946835	0.6368164119960458	1.0
negative regulation of collecting lymphatic vessel constriction	2	2.1496469889820986	0.9303853191946835	0.6368164119960458	1.0
peptide hormone receptor binding	5	10.057890361220924	0.4971221419630838	0.9704666284555411	1.0
cardiac muscle hypertrophy in response to stress	8	6.99514810165236	1.14364983896628	0.4059324798927707	1.0
positive regulation of cardiac muscle contraction	3	9.839920596543914	0.30488050900062075	0.9965613062470507	1.0
positive regulation of histamine secretion by mast cell	3	3.3155785614026656	0.9048194589395707	0.6461632199913863	1.0
cell growth involved in cardiac muscle cell development	8	7.396026810265488	1.0816618442886408	0.4643366553741173	1.0
positive regulation of delayed rectifier potassium channel activity	2	2.1496469889820986	0.9303853191946835	0.6368164119960458	1.0
neuropeptide receptor binding	2	2.1496469889820986	0.9303853191946835	0.6368164119960458	1.0
regulation of high voltage-gated calcium channel activity	5	3.388195083475746	1.475711957786917	0.26231796634150295	1.0
CGRP receptor complex	13	4.006394942849792	3.2448124025318776	0.00041538825359329994	1.0
regulation of calcium ion transmembrane transport via high voltage-gated calcium channel	15	9.798898589657489	1.5307842879231504	0.07886068508650758	1.0
eukaryotic translation initiation factor 3 complex	4	0.7285971924627291	5.49000193986421	0.009234250831379458	1.0
nucleosome positioning	7	13.666464451920264	0.512202700605308	0.9814770243527597	1.0
RSF complex	4	13.339852201284542	0.2998533971474456	0.9990957598172181	1.0
negative regulation of blood vessel endothelial cell differentiation	2	3.935219581700677	0.508230851792942	0.9022837873796873	1.0
BLOC-2 complex binding	4	1.6394016104616405	2.4399146459747816	0.09306693242593214	1.0
AP-1 adaptor complex binding	4	3.0239476098329097	1.322774239538172	0.3660557951251118	1.0
organelle organization	16	24.309633783529527	0.6581752790879334	0.968090979346685	1.0
endosome to melanosome transport	11	3.605979263405636	3.0504889785780813	0.0017605751877038153	1.0
AP-3 adaptor complex binding	4	1.6394016104616405	2.4399146459747816	0.09306693242593214	1.0
transcription factor activity	6	10.203318704189666	0.5880439662770008	0.9382403606773538	1.0
Golgi medial cisterna	10	5.24559796437659	1.90636035546587	0.046282089988734926	1.0
regulation of vesicle targeting	2	0.3643217145748473	5.489653567133491	0.06455176405870688	1.0
negative regulation of systemic arterial blood pressure	18	10.854466479838697	1.6583035226497367	0.032204030662054045	1.0
beta-2-microglobulin binding	10	3.314678148230342	3.016884159730215	0.003005760450196295	1.0
dystroglycan binding	29	22.5108427190399	1.2882680742765575	0.11204207009633824	1.0
mitochondrial proton-transporting ATP synthase complex	12	3.7515510127346308	3.198677016323656	0.0007642432898274989	1.0
extracellular matrix-cell signaling	7	4.007327892071911	1.746799909697628	0.11901832440350849	1.0
regulation of bone remodeling	10	16.5089882348948	0.6057306394381667	0.9646863681338572	1.0
Wnt-Frizzled-LRP5/6 complex	7	4.116636110094129	1.7004174799020408	0.13093252667912425	1.0
detection of chemical stimulus involved in sensory perception of bitter taste	38	32.7114538255364	1.1616726117606873	0.20444839287420524	1.0
sensory perception of umami taste	2	0.9108235962567789	2.1958148737246383	0.24516318513087082	1.0
protein histidine phosphatase activity	3	5.319913259579473	0.5639189689038545	0.8982032598918195	1.0
inositol phosphate phosphatase activity	3	5.319913259579473	0.5639189689038545	0.8982032598918195	1.0
polyphosphate metabolic process	3	5.319913259579473	0.5639189689038545	0.8982032598918195	1.0
bisphosphoglycerate 3-phosphatase activity	3	5.319913259579473	0.5639189689038545	0.8982032598918195	1.0
inositol-1	3	5.319913259579473	0.5639189689038545	0.8982032598918195	1.0
inositol-1	3	5.319913259579473	0.5639189689038545	0.8982032598918195	1.0
inositol-hexakisphosphate phosphatase activity	3	5.319913259579473	0.5639189689038545	0.8982032598918195	1.0
interleukin-1 receptor binding	24	20.983806904980142	1.143739079790332	0.28827730337604496	1.0
inositol hexakisphosphate 2-phosphatase activity	3	5.319913259579473	0.5639189689038545	0.8982032598918195	1.0
glycolipid transport	5	1.3843161754105267	3.611891624770781	0.017024439453138973	1.0
intracellular cholesterol transport	11	6.629951849265298	1.6591372381111593	0.08021205042468663	1.0
regulation of isoprenoid metabolic process	5	1.3843161754105267	3.611891624770781	0.017024439453138973	1.0
multivesicular body sorting pathway	12	46.26032315978456	0.25940156013505644	1.0	1.0
potassium channel activator activity	4	0.8014591772411317	4.990896746318667	0.01229016267521345	1.0
negative regulation of G1/S transition of mitotic cell cycle by negative regulation of transcription from RNA polymerase II promoter	3	2.586806846339012	1.1597309649329872	0.48462115051322174	1.0
regulation of ATP metabolic process	2	1.3844773047861079	1.4445885050524436	0.41278734272673856	1.0
regulation of protein targeting to mitochondrion	6	5.173530750549193	1.1597495577586108	0.4201913129683847	1.0
negative regulation of ATPase activity	6	3.971046103175557	1.5109368776156826	0.21881500285883326	1.0
ATPase inhibitor activity	6	11.041807530954795	0.5433892941150709	0.9617878366482467	1.0
angiostatin binding	2	1.3844773047861079	1.4445885050524436	0.41278734272673856	1.0
mitochondrial depolarization	2	1.3844773047861079	1.4445885050524436	0.41278734272673856	1.0
intracellular sterol transport	5	1.3843161754105267	3.611891624770781	0.017024439453138973	1.0
channel activity	13	15.413229136173301	0.8434313072975932	0.7632785550240573	1.0
response to laminar fluid shear stress	4	3.679837103483955	1.0870046383881842	0.5065913122713146	1.0
transforming growth factor beta receptor	4	3.679837103483955	1.0870046383881842	0.5065913122713146	1.0
Okazaki fragment processing involved in mitotic DNA replication	6	7.177921161749467	0.8358966147432061	0.7210756972115739	1.0
DNA ligase activity	6	7.177921161749467	0.8358966147432061	0.7210756972115739	1.0
negative regulation of nuclear-transcribed mRNA poly(A) tail shortening	4	0.36429344738203395	10.980159068865179	0.0011509165787809029	1.0
cerebellar granule cell precursor tangential migration	15	15.375575926077818	0.9755732124842997	0.5734272968174776	1.0
mitotic recombination-dependent replication fork processing	6	66.57613844564636	0.0901223792800551	1.0	1.0
H4 histone acetyltransferase activity	6	66.57613844564636	0.0901223792800551	1.0	1.0
BRCA2-MAGE-D1 complex	6	66.57613844564636	0.0901223792800551	1.0	1.0
response to UV-C	28	97.10245060903465	0.28835523536616914	1.0	1.0
establishment of protein localization to telomere	8	67.52290862199676	0.11847830852170757	0.9999999996834009	1.0
H3 histone acetyltransferase activity	7	67.4889130730513	0.10372073991505933	1.0	1.0
U12-type spliceosomal complex	4	1.821570218263335	2.1959076624636276	0.1215872611813523	1.0
granulocyte colony-stimulating factor binding	10	11.222352934522563	0.891078729954899	0.6827314743080426	1.0
microtubule lateral binding	3	0.8743554952510176	3.431098696461825	0.06786300710681883	1.0
positive regulation of potassium ion transport	30	33.8526934752305	0.8861924095331009	0.7663396324533808	1.0
positive regulation of voltage-gated sodium channel activity	3	0.8743554952510176	3.431098696461825	0.06786300710681883	1.0
JUN kinase binding	12	3.9701216366167915	3.0225774166017767	0.001196432689406268	1.0
cytoplasm organization	7	5.355527377130522	1.3070608190505755	0.29877860400366885	1.0
vesicle transport along microtubule	3	1.0929536376665339	2.7448556797020482	0.1087404287963146	1.0
plus-end-directed vesicle transport along microtubule	5	2.222263997862846	2.249957702959012	0.08252591816068282	1.0
centrosome localization	16	14.354269956869123	1.1146509051366507	0.37091342083251605	1.0
membrane-bounded organelle	3	0.8743554952510176	3.431098696461825	0.06786300710681883	1.0
omega-hydroxylase P450 pathway	4	5.866376489115514	0.6818519076335464	0.8350068324582565	1.0
long term synaptic depression	15	18.219516748604047	0.8232929669306008	0.8034465910463106	1.0
Rap protein signal transduction	18	11.109547126219	1.6202280610988398	0.03856879874981219	1.0
stress granule assembly	17	8.559300107873646	1.9861437016750714	0.008433049346156178	1.0
cell dedifferentiation	19	10.781168698957085	1.7623321302669128	0.016922690138962165	1.0
receptor transactivation	18	9.506266939824654	1.8934877501274983	0.010589686335013674	1.0
histone acetyltransferase activity	40	24.687906901732436	1.620226459829734	0.0034088503869889797	1.0
formyl-CoA transferase activity	3	3.3884579992112527	0.8853584729981379	0.6601770749319417	1.0
DNA-directed RNA polymerase I complex	12	5.791687694819653	2.071934923344251	0.018353034400776902	1.0
glycine N-acyltransferase activity	2	2.732663904708192	0.7318865655429259	0.7580892833883222	1.0
aspartic endopeptidase activity	10	3.6061192036130016	2.7730641821215767	0.00518852440741847	1.0
aspartic-type endopeptidase activity	28	13.327431000398768	2.100930029137815	0.0004148617083496866	1.0
integral component of cytoplasmic side of endoplasmic reticulum membrane	16	8.960435346911769	1.7856275259565855	0.024133830978961362	1.0
histone H4-K5 acetylation	9	20.77714314812143	0.43316831076527174	0.9985545800793858	1.0
histone H4-K12 acetylation	4	11.73542395457155	0.34084835924839296	0.9969174275704492	1.0
histone H4-K8 acetylation	9	20.77714314812143	0.43316831076527174	0.9985545800793858	1.0
histone acetyltransferase complex	24	29.664185756936877	0.8090564223353973	0.8702905335813182	1.0
nuclear pore complex assembly	16	51.00457129262221	0.3136973725003036	0.9999999961254623	1.0
oligosaccharyltransferase complex	11	2.877417257390825	3.822872741777654	0.0003252234734064582	1.0
biotin-protein ligase activity	4	7.87103013029316	0.5081926931781442	0.9521612139647301	1.0
regulation of cytoplasmic mRNA processing body assembly	9	3.460532137298943	2.6007560811224804	0.011232542844396452	1.0
biotin-methylcrotonoyl-CoA-carboxylase ligase activity	4	7.87103013029316	0.5081926931781442	0.9521612139647301	1.0
response to biotin	4	7.87103013029316	0.5081926931781442	0.9521612139647301	1.0
protein biotinylation	4	7.87103013029316	0.5081926931781442	0.9521612139647301	1.0
biotin-methylmalonyl-CoA-carboxytransferase ligase activity	4	7.87103013029316	0.5081926931781442	0.9521612139647301	1.0
biotin binding	31	28.3795773701301	1.0923348010329403	0.3403060031274652	1.0
biotin-acetyl-CoA-carboxylase ligase activity	4	7.87103013029316	0.5081926931781442	0.9521612139647301	1.0
histone biotinylation	4	7.87103013029316	0.5081926931781442	0.9521612139647301	1.0
detection of glucose	3	2.732557892996018	1.0978724394785848	0.5198314379216574	1.0
type B pancreatic cell differentiation	4	5.1374888147208875	0.7785905029201148	0.7534483211254313	1.0
morphogenesis of embryonic epithelium	18	17.816335362878416	1.0103087775000161	0.5161194741284245	1.0
positive regulation of vitamin D biosynthetic process	9	4.262051066753177	2.111659353452136	0.034295087551915945	1.0
positive regulation of calcidiol 1-monooxygenase activity	12	7.795707802581539	1.5393085918415534	0.10406945728564454	1.0
succinate-hydroxymethylglutarate CoA-transferase activity	3	3.3884579992112527	0.8853584729981379	0.6601770749319417	1.0
biotin-propionyl-CoA-carboxylase (ATP-hydrolyzing) ligase activity	4	7.87103013029316	0.5081926931781442	0.9521612139647301	1.0
glycoprotein biosynthetic process	14	7.029954011516207	1.991478177106952	0.015440970532433089	1.0
sterol 14-demethylase activity	8	2.6227355994300834	3.0502502813239687	0.007135402570574448	1.0
negative regulation of microtubule polymerization	8	13.70239603601973	0.5838394963165755	0.9610636276257575	1.0
depyrimidination	15	23.47151789503466	0.6390724309812623	0.9732166332869123	1.0
uracil DNA N-glycosylase activity	8	7.46891518776711	1.0711060172570606	0.47484937856026	1.0
ribosomal small subunit binding	9	6.958435180171711	1.2933942426661953	0.2726009997398504	1.0
AU-rich element binding	7	5.136890852880183	1.3626919863549753	0.26581097398251474	1.0
chorion development	4	6.194389389488445	0.6457456495692361	0.863599213639695	1.0
positive regulation of histone H3-K36 methylation	4	6.194389389488445	0.6457456495692361	0.863599213639695	1.0
regulation of cell cycle G2/M phase transition	11	24.131914520386715	0.45582790336453277	0.9988547328227569	1.0
positive regulation of isotype switching	19	38.02921722686875	0.49961585816118104	0.999711052662189	1.0
decidualization	32	35.52848341775538	0.9006857856479171	0.7431227984558102	1.0
intestinal epithelial cell differentiation	3	0.8014902716805979	3.7430273404435415	0.0561598071808451	1.0
response to G1 DNA damage checkpoint signaling	3	10.022212199318789	0.2993351108853902	0.9970290289287075	1.0
cardiac muscle cell apoptotic process	4	12.683471060356677	0.3153710826449045	0.9984993886824615	1.0
apoptosome	3	10.022212199318789	0.2993351108853902	0.9970290289287075	1.0
glial cell apoptotic process	3	10.022212199318789	0.2993351108853902	0.9970290289287075	1.0
regulation of apoptotic DNA fragmentation	6	14.068112076791891	0.42649646002594593	0.9942431786764427	1.0
olfactory receptor binding	15	6.628922673256408	2.262811129252676	0.0044103443120270605	1.0
vascular smooth muscle contraction	22	16.173254136614343	1.3602704696387966	0.10244784677047625	1.0
myosin filament assembly	5	1.9672306322350845	2.5416440340394715	0.05623159385488401	1.0
