ENSG,ω_lower,ω,ω_upper,ω0_lower,ω0,ω0_upper,category,TR_ID_Homo_sapiens,TR_ID_Chlorocebus_sabaeus,TR_ID_Bos_taurus,TR_ID_Equus_caballus,TR_ID_Ovis_aries,TR_ID_Capra_hircus,TR_ID_Canis_familiaris
ENSG00000121653_MAPK8IP1,0.08996280000000001,0.100832,0.11457200000000001,0.09671510000000001,0.110748,0.125443,nearly-neutral,ENST00000241014,ENSCSAT00000003664,ENSBTAT00000000419,ENSECAT00000008067,ENSOART00000002739,XM_018059190.1,ENSCAFT00000014900
ENSG00000121671_CRY2,0.06876979999999999,0.0782923,0.08994110000000001,0.07920089999999999,0.0944434,0.110294,unclassified,ENST00000443527,ENSCSAT00000003629,ENSBTAT00000028277,ENSECAT00000002968,ENSOART00000002583,XM_018059193.1,ENSCAFT00000014927
ENSG00000121680_PEX16,0.114818,0.131189,0.14940699999999998,0.13491,0.157141,0.18570899999999999,unclassified,ENST00000241041,ENSCSAT00000003676,ENSBTAT00000004065,ENSECAT00000012203,ENSOART00000002955,XM_018059189.1,ENSCAFT00000014884
ENSG00000121690_DEPDC7,0.163577,0.181699,0.201239,0.22733699999999998,0.247425,0.269122,epistasis,ENST00000241051,ENSCSAT00000003304,ENSBTAT00000029070,ENSECAT00000002686,ENSOART00000018539,XM_018059270.1,ENSCAFT00000011699
ENSG00000121741_ZMYM2,0.0823472,0.09017289999999999,0.0982471,0.108769,0.11855399999999999,0.129132,epistasis,ENST00000382874,ENSCSAT00000016203,ENSBTAT00000027190,ENSECAT00000004370,ENSOART00000015283,XM_018056527.1,ENSCAFT00000045341
ENSG00000121742_GJB6,0.0505665,0.061116899999999995,0.0703237,0.06890589999999999,0.083676,0.100375,unclassified,ENST00000241124,ENSCSAT00000018675,ENSBTAT00000052057,ENSECAT00000001947,ENSOART00000018584,XM_018056535.1,ENSCAFT00000011709
ENSG00000121743_GJA3,0.193521,0.21610500000000002,0.24578899999999998,0.22825900000000002,0.261273,0.287808,unclassified,ENST00000241125,ENSCSAT00000018677,ENSBTAT00000027188,ENSECAT00000001773,ENSOART00000015217,XM_018056529.1,ENSCAFT00000011715
ENSG00000121749_TBC1D15,0.140214,0.158054,0.175337,0.165961,0.18445699999999998,0.20491900000000002,unclassified,ENST00000550746,ENSCSAT00000002106,ENSBTAT00000030419,ENSECAT00000007472,ENSOART00000015967,XM_005679720.3,ENSCAFT00000000735
ENSG00000121753_ADGRB2,0.056375,0.06243580000000001,0.0683113,0.060921300000000005,0.0696268,0.0785687,unclassified,ENST00000373658,ENSCSAT00000017493,ENSBTAT00000038011,ENSECAT00000010792,ENSOART00000000992,XM_018057533.1,ENSCAFT00000017327
ENSG00000121764_HCRTR1,0.09851,0.113504,0.13209500000000002,0.11393199999999999,0.135761,0.158871,unclassified,ENST00000373706,ENSCSAT00000017496,ENSBTAT00000013687,ENSECAT00000009272,ENSOART00000001471,XM_005676725.3,ENSCAFT00000017478
ENSG00000121769_FABP3,0.149977,0.184687,0.22466,0.128718,0.158685,0.191538,nearly-neutral,ENST00000373713,ENSCSAT00000017500,ENSBTAT00000022375,ENSECAT00000026815,ENSOART00000001726,XM_013971605.2,ENSCAFT00000017685
ENSG00000121774_KHDRBS1,0.030048500000000002,0.0373418,0.0469012,0.0479562,0.0590126,0.073625,unclassified,ENST00000327300,ENSCSAT00000017490,ENSBTAT00000016581,ENSECAT00000020673,ENSOART00000000717,XM_005676716.3,ENSCAFT00000017162
ENSG00000121775_TMEM39B,0.0331844,0.0400941,0.0474476,0.051155400000000004,0.0629097,0.0755015,unclassified,ENST00000336294,ENSCSAT00000017489,ENSBTAT00000022547,ENSECAT00000014433,ENSOART00000000691,XM_005676718.3,ENSCAFT00000017185
ENSG00000121797_CCRL2,0.426703,0.4614,0.502419,0.473782,0.5074420000000001,0.534281,unclassified,ENST00000357392,ENSCSAT00000018870,ENSBTAT00000008096,ENSECAT00000000902,ENSOART00000015471,Null,ENSCAFT00000021872
ENSG00000121807_CCR2,0.20898699999999998,0.232737,0.261709,0.20793299999999998,0.231746,0.257268,nearly-neutral,ENST00000400888,ENSCSAT00000018866,ENSBTAT00000018066,ENSECAT00000001067,ENSOART00000015500,XM_005696039.3,ENSCAFT00000021891
ENSG00000121853_GHSR,0.100149,0.114951,0.131017,0.10348099999999999,0.125424,0.14617,nearly-neutral,ENST00000241256,ENSCSAT00000010898,ENSBTAT00000014446,ENSECAT00000018720,ENSOART00000022598,XM_018047679.1,ENSCAFT00000024389
ENSG00000121858_TNFSF10,0.335624,0.369825,0.411733,0.347742,0.382831,0.41402,nearly-neutral,ENST00000241261,ENSCSAT00000010908,ENSBTAT00000025281,ENSECAT00000020632,ENSOART00000022596,XM_005675308.3,ENSCAFT00000024392
ENSG00000121864_ZNF639,0.054178,0.0627992,0.0730066,0.09825110000000001,0.11688299999999999,0.134323,epistasis,ENST00000496856,ENSCSAT00000011062,ENSBTAT00000048967,ENSECAT00000016485,Null,XM_018047557.1,ENSCAFT00000017922
ENSG00000121871_SLITRK3,0.057144299999999995,0.06413630000000001,0.07117910000000001,0.0817712,0.09211989999999999,0.10299200000000001,epistasis,ENST00000475390,ENSCSAT00000018979,ENSBTAT00000022827,ENSECAT00000000043,ENSOART00000016139,XM_005675365.3,ENSCAFT00000022943
ENSG00000121879_PIK3CA,0.014817400000000001,0.017916099999999997,0.0216213,0.0251807,0.0322802,0.0406344,unclassified,ENST00000263967,ENSCSAT00000011040,ENSBTAT00000012168,ENSECAT00000016222,ENSOART00000022564,XM_018047551.1,ENSCAFT00000017863
ENSG00000121892_PDS5A,0.038917400000000005,0.0445938,0.0506301,0.044130800000000005,0.0508082,0.0583248,unclassified,ENST00000303538,ENSCSAT00000015059,ENSBTAT00000023680,ENSECAT00000013372,ENSOART00000013296,XM_018049381.1,ENSCAFT00000025282
ENSG00000121895_TMEM156,0.530088,0.582943,0.643519,0.6021380000000001,0.640247,0.6774479999999999,unclassified,ENST00000381938,ENSCSAT00000014970,ENSBTAT00000020782,ENSECAT00000016561,ENSOART00000011255,XM_005681511.3,ENSCAFT00000025633
ENSG00000121897_LIAS,0.114344,0.129823,0.145743,0.154102,0.175238,0.19938699999999998,epistasis,ENST00000640888,ENSCSAT00000015033,ENSBTAT00000019299,ENSECAT00000016566,ENSOART00000012771,XM_005681520.3,ENSCAFT00000025369
ENSG00000121898_CPXM2,0.10008099999999999,0.109877,0.119578,0.12474,0.13863499999999998,0.154521,epistasis,ENST00000241305,ENSCSAT00000002570,ENSBTAT00000025207,ENSECAT00000026609,ENSOART00000010530,XM_005698585.3,ENSCAFT00000020154
ENSG00000121900_TMEM54,0.181662,0.20779099999999998,0.241148,0.22798400000000002,0.258604,0.290984,unclassified,ENST00000373463,ENSCSAT00000017467,ENSBTAT00000038048,ENSECAT00000015186,ENSOART00000022742,XM_018058059.1,ENSCAFT00000016545
ENSG00000121903_ZSCAN20,0.288325,0.305805,0.325776,0.36788000000000004,0.385894,0.403558,epistasis,ENST00000361328,ENSCSAT00000017459,ENSBTAT00000026057,ENSECAT00000013355,ENSOART00000021089,XM_013963014.2,ENSCAFT00000016371
ENSG00000121904_CSMD2,0.0537526,0.056862,0.0604496,0.07403860000000001,0.079797,0.086232,epistasis,ENST00000373381,ENSCSAT00000017458,ENSBTAT00000007609,ENSECAT00000026403,ENSOART00000021118,XM_018046480.1,ENSCAFT00000005882
ENSG00000121905_HPCA,0.00382362,0.00794772,0.0139178,0.00838105,0.0155733,0.028906,unclassified,ENST00000373467,ENSCSAT00000017468,ENSBTAT00000010971,ENSECAT00000017150,ENSOART00000022751,Null,ENSCAFT00000016577
ENSG00000121931_LRIF1,0.55503,0.600326,0.655455,0.48803599999999997,0.5139020000000001,0.544021,adaptive,ENST00000369763,ENSCSAT00000016963,ENSBTAT00000065409,ENSECAT00000013609,ENSOART00000021199,XM_005677916.3,ENSCAFT00000031435
ENSG00000121933_TMIGD3,0.335572,0.38061300000000003,0.4286,0.351379,0.3903,0.43167,nearly-neutral,ENST00000369716,ENSCSAT00000016952,ENSBTAT00000049273,ENSECAT00000019621,ENSOART00000021359,XM_013962543.2,ENSCAFT00000044432
ENSG00000121940_CLCC1,0.335566,0.363808,0.39670900000000003,0.357976,0.38195300000000004,0.40974499999999997,nearly-neutral,ENST00000356970,ENSCSAT00000016997,ENSBTAT00000022767,ENSECAT00000011627,ENSOART00000020691,XM_018045845.1,ENSCAFT00000031615
ENSG00000121957_GPSM2,0.106307,0.118663,0.13184,0.144303,0.161701,0.18367999999999998,epistasis,ENST00000406462,ENSCSAT00000016998,ENSBTAT00000022762,ENSECAT00000016044,ENSOART00000020665,XM_018045844.1,ENSCAFT00000031637
ENSG00000121964_GTDC1,0.284531,0.321052,0.354562,0.292539,0.317728,0.340879,nearly-neutral,ENST00000392869,ENSCSAT00000014295,ENSBTAT00000001505,ENSECAT00000014828,ENSOART00000010769,XM_018062503.1,ENSCAFT00000008830
ENSG00000121966_CXCR4,0.06994810000000001,0.0811475,0.09380269999999999,0.08114969999999999,0.0952179,0.11093199999999999,unclassified,ENST00000409817,ENSCSAT00000014391,ENSBTAT00000001406,ENSECAT00000003720,ENSOART00000011387,XM_005676186.2,ENSCAFT00000008205
ENSG00000121988_ZRANB3,0.315776,0.339857,0.36436999999999997,0.328719,0.346262,0.36491599999999996,nearly-neutral,ENST00000264159,ENSCSAT00000014461,ENSBTAT00000038374,ENSECAT00000011850,ENSOART00000011879,XM_018062246.1,ENSCAFT00000008142
ENSG00000121989_ACVR2A,0.013104,0.0180797,0.0237749,0.024083900000000002,0.0332602,0.043512999999999996,unclassified,ENST00000241416,ENSCSAT00000014284,ENSBTAT00000024108,ENSECAT00000000199,ENSOART00000010713,XM_005676173.3,ENSCAFT00000008888
ENSG00000122008_POLK,0.35679299999999997,0.384446,0.414688,0.381996,0.403004,0.423955,nearly-neutral,ENST00000241436,ENSCSAT00000013492,ENSBTAT00000005265,ENSECAT00000016002,ENSOART00000018273,XM_005685056.3,ENSCAFT00000014935
ENSG00000122012_SV2C,0.0557443,0.06391609999999999,0.0719877,0.0762581,0.089147,0.101328,epistasis,ENST00000502798,ENSCSAT00000013468,ENSBTAT00000036622,ENSECAT00000011495,ENSOART00000018351,XM_018053697.1,ENSCAFT00000014862
ENSG00000122025_FLT3,0.13941199999999998,0.15068499999999999,0.16076,0.201487,0.216518,0.230185,epistasis,ENST00000241453,ENSCSAT00000016070,ENSBTAT00000024717,ENSECAT00000004167,ENSOART00000013461,XM_018056593.1,ENSCAFT00000010813
ENSG00000122033_MTIF3,0.356835,0.385841,0.417221,0.41048199999999996,0.444916,0.480099,unclassified,ENST00000381116,ENSCSAT00000016079,ENSBTAT00000027352,ENSECAT00000017529,ENSOART00000013638,XM_018056588.1,ENSCAFT00000010929
ENSG00000122034_GTF3A,0.196185,0.21561799999999998,0.23744,0.243238,0.26710300000000003,0.293581,epistasis,ENST00000381140,ENSCSAT00000016080,ENSBTAT00000016732,ENSECAT00000015592,ENSOART00000013648,XM_013968228.2,ENSCAFT00000010938
ENSG00000122035_RASL11A,0.08601,0.099575,0.115898,0.121654,0.139768,0.160297,epistasis,ENST00000241463,ENSCSAT00000016081,ENSBTAT00000006899,ENSECAT00000013395,ENSOART00000013702,XM_018056586.1,ENSCAFT00000010941
ENSG00000122042_UBL3,0.0207971,0.032139,0.045951900000000004,0.033706400000000004,0.0533649,0.0794324,unclassified,ENST00000380680,ENSCSAT00000016056,ENSBTAT00000035753,ENSECAT00000001214,ENSOART00000013020,XM_005687541.3,ENSCAFT00000010690
ENSG00000122121_XPNPEP2,0.283535,0.305795,0.329949,0.255461,0.275441,0.297446,unclassified,ENST00000371106,ENSCSAT00000006315,ENSBTAT00000013664,ENSECAT00000023645,ENSOART00000016279,XM_018045398.1,ENSCAFT00000029688
ENSG00000122122_SASH3,0.100382,0.115351,0.131378,0.12521,0.148588,0.17195,unclassified,ENST00000356892,ENSCSAT00000006307,ENSBTAT00000002645,ENSECAT00000010697,ENSOART00000016329,XM_005700371.3,ENSCAFT00000048129
ENSG00000122126_OCRL,0.128421,0.14209000000000002,0.155347,0.145792,0.161799,0.18018499999999998,unclassified,ENST00000371113,ENSCSAT00000006453,ENSBTAT00000024296,ENSECAT00000011889,ENSOART00000016084,XM_018044193.1,ENSCAFT00000029678
ENSG00000122140_MRPS2,0.1628,0.185162,0.213369,0.15071400000000001,0.173596,0.196071,nearly-neutral,ENST00000371785,ENSCSAT00000013716,ENSBTAT00000007473,Null,ENSOART00000000081,XM_018056186.1,ENSCAFT00000031602
ENSG00000122176_FMOD,0.055993499999999995,0.0653575,0.0769313,0.0539587,0.064484,0.07755139999999999,nearly-neutral,ENST00000354955,ENSCSAT00000012442,ENSBTAT00000019854,ENSECAT00000018907,ENSOART00000001763,XM_005690371.3,ENSCAFT00000015038
ENSG00000122180_MYOG,0.062358800000000006,0.0770535,0.0972268,0.095573,0.12011400000000001,0.146897,unclassified,ENST00000241651,ENSCSAT00000012383,ENSBTAT00000007923,ENSECAT00000016697,ENSOART00000001110,NM_001285733.1,ENSCAFT00000016370
ENSG00000122188_LAX1,0.571645,0.625845,0.673732,0.624857,0.658959,0.694617,nearly-neutral,ENST00000442561,ENSCSAT00000012483,ENSBTAT00000016385,ENSECAT00000023200,ENSOART00000009818,Null,ENSCAFT00000047341
ENSG00000122194_PLG,0.232938,0.24789699999999998,0.262412,0.20500700000000002,0.21835500000000002,0.232555,adaptive,ENST00000308192,ENSCSAT00000010386,ENSBTAT00000001674,ENSECAT00000008801,ENSOART00000005150,XM_005684954.3,ENSCAFT00000001179
ENSG00000122203_KIAA1191,0.21349,0.245112,0.27489,0.257017,0.290808,0.327486,unclassified,ENST00000298569,ENSCSAT00000007513,ENSBTAT00000015420,ENSECAT00000003803,ENSOART00000017995,XM_018053717.1,ENSCAFT00000026447
ENSG00000122218_COPA,0.0226115,0.0261096,0.0299853,0.0356728,0.0421944,0.0500522,unclassified,ENST00000368069,ENSCSAT00000000578,ENSBTAT00000005672,ENSECAT00000024039,ENSOART00000009459,XM_005677222.2,ENSCAFT00000019919
ENSG00000122223_CD244,0.7952859999999999,0.87803,0.9738450000000001,0.531558,0.5632010000000001,0.596959,adaptive,ENST00000368033,ENSCSAT00000000624,ENSBTAT00000003843,ENSECAT00000024021,ENSOART00000009813,XM_005677204.3,ENSCAFT00000020086
ENSG00000122224_LY9,0.720492,0.77203,0.8341360000000001,0.594119,0.624276,0.653037,adaptive,ENST00000263285,ENSCSAT00000000615,ENSBTAT00000003840,ENSECAT00000006157,Null,XM_018046541.1,ENSCAFT00000020056
ENSG00000122254_HS3ST2,0.0554683,0.0662845,0.0830061,0.0777547,0.0920335,0.108828,unclassified,ENST00000261374,ENSCSAT00000004971,ENSBTAT00000023123,ENSECAT00000007123,ENSOART00000017790,XM_013974991.2,ENSCAFT00000049780
ENSG00000122257_RBBP6,0.13105799999999998,0.138967,0.148038,0.140748,0.150972,0.160195,unclassified,ENST00000319715,ENSCSAT00000004607,ENSBTAT00000012423,Null,ENSOART00000019310,XM_013974828.2,ENSCAFT00000044188
ENSG00000122299_ZC3H7A,0.126605,0.136846,0.147278,0.180497,0.193706,0.21223000000000003,epistasis,ENST00000396516,ENSCSAT00000006312,ENSBTAT00000019746,ENSECAT00000005954,ENSOART00000007404,XM_018040696.1,ENSCAFT00000029968
ENSG00000122335_SERAC1,0.153418,0.165994,0.178927,0.192978,0.20770300000000003,0.22787,epistasis,ENST00000367104,ENSCSAT00000011103,ENSBTAT00000015295,ENSECAT00000013902,ENSOART00000004721,XM_018053414.1,ENSCAFT00000000999
ENSG00000122359_ANXA11,0.0972297,0.109251,0.122084,0.11140699999999999,0.12798099999999998,0.146794,unclassified,ENST00000372231,ENSCSAT00000007452,ENSBTAT00000027893,ENSECAT00000021182,ENSOART00000010803,XM_018042302.1,ENSCAFT00000024935
ENSG00000122367_LDB3,0.149283,0.163655,0.18068299999999998,0.153765,0.17044,0.187404,nearly-neutral,ENST00000623056,ENSCSAT00000007768,ENSBTAT00000065403,ENSECAT00000026469,ENSOART00000000655,XM_018042189.1,ENSCAFT00000043135
ENSG00000122375_OPN4,0.235569,0.258954,0.28575,0.267171,0.293212,0.31648200000000004,unclassified,ENST00000443292,ENSCSAT00000007737,ENSBTAT00000040059,ENSECAT00000011395,ENSOART00000000539,XM_018042646.1,ENSCAFT00000025328
ENSG00000122376_FAM35A,0.48961499999999997,0.524233,0.558387,0.519543,0.543887,0.567076,nearly-neutral,ENST00000298786,ENSCSAT00000007963,ENSBTAT00000025542,ENSECAT00000002010,ENSOART00000000885,XM_018042572.1,ENSCAFT00000025540
ENSG00000122378_FAM213A,0.155097,0.17948699999999998,0.20713,0.18073699999999998,0.21021399999999998,0.24029899999999998,unclassified,ENST00000372188,ENSCSAT00000007492,ENSBTAT00000028551,ENSECAT00000009397,ENSOART00000011185,XM_018042477.1,ENSCAFT00000025136
ENSG00000122386_ZNF205,0.26165,0.28668000000000005,0.31493499999999996,0.320714,0.347839,0.374797,epistasis,ENST00000382192,ENSCSAT00000008219,ENSBTAT00000007323,ENSECAT00000010116,ENSOART00000001410,XM_013974711.2,ENSCAFT00000030646
ENSG00000122390_NAA60,0.0314354,0.0419268,0.0513863,0.0447328,0.0593071,0.0776773,unclassified,ENST00000424546,ENSCSAT00000008086,ENSBTAT00000006410,ENSECAT00000021946,ENSOART00000001925,XM_018040854.1,ENSCAFT00000030602
ENSG00000122417_ODF2L,0.35627600000000004,0.38653000000000004,0.418662,0.43909,0.46580200000000005,0.495878,epistasis,ENST00000359242,ENSCSAT00000017101,ENSBTAT00000017157,ENSECAT00000023619,ENSOART00000015839,XM_013962672.2,ENSCAFT00000032269
ENSG00000122420_PTGFR,0.116943,0.132888,0.15093199999999998,0.153049,0.174453,0.200217,epistasis,ENST00000370758,ENSCSAT00000017127,ENSBTAT00000043776,ENSECAT00000010903,ENSOART00000014575,XM_018045663.1,ENSCAFT00000032403
ENSG00000122432_SPATA1,0.42216499999999996,0.474071,0.5369619999999999,0.446047,0.48726,0.531293,nearly-neutral,ENST00000490879,ENSCSAT00000017115,ENSBTAT00000064037,ENSECAT00000017259,ENSOART00000015180,XM_018046502.1,ENSCAFT00000047893
ENSG00000122435_TRMT13,0.207596,0.23487,0.261466,0.253484,0.277416,0.30345300000000003,unclassified,ENST00000370141,ENSCSAT00000017027,ENSBTAT00000020955,ENSECAT00000024208,ENSOART00000019574,XM_005678046.3,ENSCAFT00000031860
ENSG00000122477_LRRC39,0.195953,0.218896,0.247587,0.235152,0.263741,0.293431,unclassified,ENST00000370138,ENSCSAT00000017026,ENSBTAT00000053822,ENSECAT00000023264,ENSOART00000019635,XM_005678047.3,ENSCAFT00000031858
ENSG00000122481_RWDD3,0.263745,0.299211,0.339446,0.277059,0.314479,0.35307,nearly-neutral,ENST00000370202,ENSCSAT00000017042,ENSBTAT00000028701,ENSECAT00000020045,ENSOART00000019067,XM_018045800.1,ENSCAFT00000047035
ENSG00000122482_ZNF644,0.19708699999999998,0.210837,0.227002,0.21599699999999997,0.23145100000000002,0.24607300000000001,unclassified,ENST00000370440,ENSCSAT00000017075,ENSBTAT00000014875,ENSECAT00000010651,ENSOART00000017133,XM_018045742.1,ENSCAFT00000032162
ENSG00000122483_CCDC18,0.22848400000000002,0.242912,0.258975,0.281385,0.298148,0.316237,epistasis,ENST00000370276,ENSCSAT00000017057,ENSBTAT00000026887,ENSECAT00000014996,ENSOART00000018178,XM_018045772.1,ENSCAFT00000050007
ENSG00000122490_PQLC1,0.10438599999999999,0.11971500000000002,0.135602,0.127639,0.148602,0.17055399999999998,unclassified,ENST00000397778,ENSCSAT00000016347,ENSBTAT00000031116,ENSECAT00000002733,ENSOART00000004478,XM_018039390.1,ENSCAFT00000000011
ENSG00000122507_BBS9,0.144153,0.157441,0.17068699999999998,0.187323,0.20702600000000002,0.224113,epistasis,ENST00000242067,ENSCSAT00000012976,ENSBTAT00000008587,ENSECAT00000023634,ENSOART00000006710,XM_018047135.1,ENSCAFT00000005089
ENSG00000122545_SEPT7,0.025893299999999998,0.034477600000000004,0.045082199999999996,0.054616899999999996,0.0719215,0.0910144,unclassified,ENST00000350320,ENSCSAT00000013038,ENSBTAT00000001568,ENSECAT00000024587,ENSOART00000005366,XM_018047143.1,ENSCAFT00000005169
ENSG00000122547_EEPD1,0.0962718,0.105875,0.117342,0.120816,0.135406,0.151282,epistasis,ENST00000242108,ENSCSAT00000013103,ENSBTAT00000033712,ENSECAT00000015092,ENSOART00000005233,XM_018047149.1,ENSCAFT00000005183
ENSG00000122550_KLHL7,0.010346700000000002,0.013769299999999998,0.0179752,0.015847999999999998,0.022798500000000003,0.031184800000000002,unclassified,ENST00000339077,ENSCSAT00000012043,Null,ENSECAT00000011244,Null,Null,ENSCAFT00000004375
ENSG00000122557_HERPUD2,0.141463,0.16200799999999999,0.18435,0.185701,0.21383600000000003,0.24111100000000002,epistasis,ENST00000396081,ENSCSAT00000013033,ENSBTAT00000020101,ENSECAT00000021873,ENSOART00000005517,XM_018047139.1,ENSCAFT00000005136
ENSG00000122566_HNRNPA2B1,0.0340468,0.0462927,0.0591962,0.057860699999999994,0.0759331,0.0988276,unclassified,ENST00000354667,ENSCSAT00000012269,ENSBTAT00000007527,ENSECAT00000002075,ENSOART00000011024,XM_005679282.3,ENSCAFT00000004622
ENSG00000122574_WIPF3,0.20438800000000001,0.22702399999999998,0.253893,0.25196,0.28024499999999997,0.311338,unclassified,ENST00000409123,ENSCSAT00000012520,ENSBTAT00000021581,ENSECAT00000024452,ENSOART00000009585,XM_018047101.1,ENSCAFT00000046479
ENSG00000122584_NXPH1,0.0422474,0.0565952,0.0802288,0.0356904,0.051882000000000005,0.07145560000000001,unclassified,ENST00000405863,ENSCSAT00000019209,ENSBTAT00000009085,ENSECAT00000001372,ENSOART00000006858,XM_005678972.3,ENSCAFT00000039241
ENSG00000122585_NPY,0.08307,0.107647,0.13905499999999998,0.127801,0.169251,0.21224099999999999,unclassified,ENST00000242152,ENSCSAT00000012180,ENSBTAT00000005903,ENSECAT00000008911,ENSOART00000011869,XM_018047067.1,ENSCAFT00000004474
ENSG00000122591_FAM126A,0.0933584,0.107672,0.122751,0.124463,0.145475,0.16759300000000002,epistasis,ENST00000432176,ENSCSAT00000012037,ENSBTAT00000006008,ENSECAT00000025313,ENSOART00000013262,XM_018047326.1,ENSCAFT00000004353
ENSG00000122592_HOXA7,0.131437,0.157718,0.194516,0.09371089999999999,0.11390399999999999,0.139501,unclassified,ENST00000242159,ENSCSAT00000012389,ENSBTAT00000001908,ENSECAT00000005748,Null,XM_018047090.1,ENSCAFT00000004737
ENSG00000122641_INHBA,0.0603095,0.0704443,0.08103010000000001,0.0776566,0.0908245,0.10793599999999999,unclassified,ENST00000242208,ENSCSAT00000013386,ENSBTAT00000003783,ENSECAT00000023984,ENSOART00000019022,XM_013963334.2,ENSCAFT00000005699
ENSG00000122642_FKBP9,0.0494249,0.056563999999999996,0.06399389999999999,0.0725599,0.08542689999999999,0.09925700000000001,unclassified,ENST00000538336,ENSCSAT00000012946,ENSBTAT00000033703,ENSECAT00000000490,ENSOART00000007177,XM_005679207.3,ENSCAFT00000005070
ENSG00000122643_NT5C3A,0.123705,0.141794,0.163744,0.144972,0.169229,0.19500499999999998,unclassified,ENST00000242210,ENSCSAT00000012956,ENSBTAT00000033700,ENSECAT00000012419,ENSOART00000007069,XM_005679206.3,ENSCAFT00000005078
ENSG00000122644_ARL4A,0.027840800000000002,0.0374527,0.049054400000000005,0.0602385,0.081208,0.108021,unclassified,ENST00000396662,Null,ENSBTAT00000003722,ENSECAT00000020445,ENSOART00000008842,XM_018047365.1,ENSCAFT00000003634
ENSG00000122678_POLM,0.30881,0.335511,0.364437,0.319685,0.345281,0.369716,nearly-neutral,ENST00000395831,ENSCSAT00000013578,ENSBTAT00000010260,ENSECAT00000013986,ENSOART00000018365,XM_018047007.1,ENSCAFT00000004621
ENSG00000122679_RAMP3,0.167215,0.20238499999999998,0.24591799999999997,0.194466,0.23240300000000003,0.275373,nearly-neutral,ENST00000496212,ENSCSAT00000013829,ENSBTAT00000027593,ENSECAT00000027016,ENSOART00000014882,XM_013963384.2,ENSCAFT00000005055
ENSG00000122687_MRM2,0.222081,0.246387,0.27628800000000003,0.244876,0.273235,0.298743,nearly-neutral,ENST00000242257,ENSCSAT00000015679,ENSBTAT00000003214,ENSECAT00000012678,ENSOART00000005822,XM_018040286.1,ENSCAFT00000026051
ENSG00000122692_SMU1,0.0106666,0.0143482,0.0189621,0.0196595,0.0277373,0.0378869,unclassified,ENST00000397149,ENSCSAT00000019690,ENSBTAT00000020865,ENSECAT00000022765,ENSOART00000010419,XM_005684052.3,ENSCAFT00000045833
ENSG00000122694_GLIPR2,0.0532986,0.0687935,0.08662310000000001,0.0752924,0.10156799999999999,0.132286,unclassified,ENST00000377960,ENSCSAT00000008765,ENSBTAT00000000086,ENSECAT00000013054,Null,XM_005683864.3,ENSCAFT00000049610
ENSG00000122705_CLTA,0.043754900000000006,0.0568293,0.07258150000000001,0.0720733,0.0960137,0.121155,unclassified,ENST00000464497,ENSCSAT00000008779,ENSBTAT00000001518,ENSECAT00000013540,ENSOART00000012633,XM_018052167.1,ENSCAFT00000003597
ENSG00000122707_RECK,0.0999733,0.108155,0.11610899999999999,0.125867,0.139558,0.152372,epistasis,ENST00000377966,ENSCSAT00000008748,ENSBTAT00000000084,ENSECAT00000011047,ENSOART00000012688,XM_018052160.1,ENSCAFT00000003581
ENSG00000122711_SPINK4,0.409483,0.49490200000000006,0.58263,0.365797,0.433725,0.498654,nearly-neutral,ENST00000379725,ENSCSAT00000007990,ENSBTAT00000045522,Null,ENSOART00000010377,XM_005684054.3,ENSCAFT00000002905
ENSG00000122729_ACO1,0.0826955,0.0900328,0.09819630000000001,0.107576,0.118699,0.129854,epistasis,ENST00000379923,ENSCSAT00000007903,ENSBTAT00000000731,ENSECAT00000016500,ENSOART00000016012,XM_018051882.1,ENSCAFT00000049973
ENSG00000122733_PHF24,0.148222,0.16958199999999998,0.191363,0.18603,0.21074600000000002,0.23502699999999999,unclassified,ENST00000242315,ENSCSAT00000008308,ENSBTAT00000017015,ENSECAT00000009715,ENSOART00000013309,XM_018052104.1,ENSCAFT00000003104
ENSG00000122735_DNAI1,0.15936,0.174705,0.192254,0.159833,0.177481,0.195462,nearly-neutral,ENST00000614641,ENSCSAT00000008140,ENSBTAT00000011254,ENSECAT00000018217,ENSOART00000010073,XM_005684074.2,ENSCAFT00000047279
ENSG00000122741_DCAF10,0.149425,0.172549,0.19636900000000002,0.16591,0.192295,0.21455700000000003,nearly-neutral,ENST00000377724,ENSCSAT00000008925,ENSBTAT00000019879,ENSECAT00000006934,ENSOART00000012353,XM_018052192.1,ENSCAFT00000003750
ENSG00000122756_CNTFR,0.0759422,0.08751779999999999,0.10354200000000001,0.110874,0.12971,0.154925,epistasis,ENST00000351266,ENSCSAT00000008215,ENSBTAT00000061638,ENSECAT00000006636,ENSOART00000010050,XM_018052393.1,ENSCAFT00000003056
ENSG00000122778_KIAA1549,0.303563,0.31742600000000004,0.33079899999999995,0.37145700000000004,0.383186,0.3953,epistasis,ENST00000422774,ENSCSAT00000006709,ENSBTAT00000028068,ENSECAT00000012277,ENSOART00000011644,XM_018047488.1,ENSCAFT00000006593
ENSG00000122783_C7orf49,0.403301,0.457578,0.529022,0.440291,0.48121,0.525891,nearly-neutral,ENST00000393114,ENSCSAT00000007216,ENSBTAT00000002323,ENSECAT00000009980,ENSOART00000008947,XM_018046899.1,ENSCAFT00000005117
