CdsId	Chromosome	SeqLength	NbrExons	Ptot	Pn	Ps	Dtot	Dn	Ds	SitesN	SitesS	SFSnLength	SFSsLength	SFSn	SFSs
ENSG00000186377_CYP4X1	1	1527	12	24	16	8	6	2	4	1089	438	16	8	1;4;1;5;1;6;7;1;2;8;5;2;1;1;1;1	1;1;3;9;1;1;25;1
ENSG00000132388_UBE2G1	17	510	5	5	1	4	0	0	0	354	108	1	4	1	3;5;1;1
ENSG00000135363_LMO2	11	681	4	16	5	11	6	3	3	536	142	5	11	1;1;3;1;1	2;2191;1;25;1;2;1;2175;1;10;1
ENSG00000080608_KIAA0020	9	1944	17	69	49	20	11	4	7	1557	387	49	20	2;1;1;3;2;1;1;1;1;109;8;1;2;6;2;1;46;1;2;2;1;2;1;2;1;2;3;244;1;1;2128;25;44;1;1;1;18;10;4;1;2;1;1;1;1;1;1;193;1	525;1;2072;1;1;2;1;1;2;1;1;2;3;1;1;11;1;2;2;1
ENSG00000176692_FOXC2	16	1503	1	35	14	21	5	2	3	1086	130	14	21	1;1;1;1;6;4;1;1;2;2;1;1;1;14	15;1;2;4;16;33;53;1;1;1;14;2;33;2;3;31;21;1;5;1;1
ENSG00000184560_C17orf74	17	1503	3	59	49	10	33	19	14	773	250	49	10	1;576;1;52;1;1728;1;16;1;9;1;1;8;2;1;1;2;2;2;1;1;1;1;1;4;2;1;3;1;4;115;1;4;1;17;1;1;275;1;2;1;2;1;1;1;8;1;1;2	2;7;1;1;1;8;2;1;37;21
ENSG00000079482_OPHN1	X	2406	23	27	13	14	4	1	3	1896	510	13	14	2;1;1;23;4;2;1;1;2;20;1;1;113	3;1;7;2;1;1;1;1;1;1;1;16;2;5
ENSG00000143355_LHX9	1	1191	5	26	16	10	8	5	3	960	228	16	10	1;12;1;1;1;1;1;1;8;1;2;6;1;1;1;1	1;1;1;1;1;1342;2;1;2;127
ENSG00000138756_BMP2K	4	3483	16	81	53	28	18	2	16	2364	1116	53	28	1;1;1;6;1;5;7;1;1;1;2;404;3;1;1;1;44;100;1;1;4;1;1;1;1;3;9;1;2;1;2;1;1;1;1;1;1;9;10;10;1;1;2;9;1;545;2;19;1;1;1;1;55	25;6;1;2;1;14;1;2;24;24;3;114;6;37;3;4;45;1;1;1;4;5;1;2;558;1;1;1
ENSG00000170962_PDGFD	11	1110	7	33	18	15	5	0	5	792	318	18	15	1;1;1;1;2;2;1;1;165;1;1;3;1;1;1;1;2;1	2311;1;1;24;1;1;1;1;1;1;1;1;5;2;1
ENSG00000177105_RHOG	11	573	1	16	6	10	5	2	3	453	120	6	10	3;1;1;1;1;2	2;1;1;9;3;1;2;2;1;1
ENSG00000102359_SRPX2	X	1395	10	31	20	11	3	2	1	989	406	20	11	3;1;1;1;1;1;1;1;1;1;3;1;1;1;1;1;1;4;1;3	1;1;1;3;1;1;1;3;4;1;9
ENSG00000141551_CSNK1D	17	1281	9	35	14	21	33	19	14	1033	212	14	21	1;1;1;1;6;11;15;1;4;2;1;1;1;1	2;1;1;2;71;1;1;2;1;63;1;18;1;1;1;1;1;2;8;2;2
ENSG00000196704_AMZ2	17	1080	6	30	20	10	8	6	2	812	265	20	10	1;1;1;1;1012;1;1;1;1;1;1;6;1;3;2;2;61;1;1;4	1;1;68;2;1;1;1;13;1;1856
ENSG00000185069_KRT76	12	1914	9	76	45	31	20	10	10	1391	523	45	31	1;831;1;4;1;5;93;1;1;3;18;40;5;2;19;1;1;2;1;2;1999;5;690;4;2;1;1;3;821;1;3;1;1;5;1;215;1;1;95;2;5;1;9;2;1	1;3;16;803;1;1;66;1103;22;9;204;2089;19;1;1;62;2;21;1;112;1;1;88;3;3;1;2;2;235;1;1
ENSG00000124831_LRRFIP1	2	2424	11	82	47	35	274	208	66	998	286	47	35	2;1;2;1;2;1;8;1;1;2;1;1;3;1;1;1;172;1;1;1;1;1;1;1;211;1;2;1;1;1;1;1;1;1;2;536;536;1;1;170;2;3;1;1;1;1803;1	41;3;11;1;10;1;44;11;1;1813;1;1;1647;1;3;171;2;1;1;3;376;1;1;1;3;1;1;16;2;290;1;1;3;1;2
ENSG00000137857_DUOX1	15	4653	33	151	95	56	27	9	18	3575	1078	95	56	1;4;2;1;23;1;1;60;9;2;25;1;1;1;1;1;3;1;1;1;4;1;1;2;1;4;2;1;1;2;1;1;1;7;1;5;1;2;1;2;2;2;1;1;1;1;5;3;2;1;1;1;1;1;8;1;3;4;1;1;16;1;1;1;1;421;4;1;45;1;1517;2;1;1;1;1;2237;1;4;1;5;1;1;1;2;1;1;1;2;1;12;1;2;1;1	1;2;165;1;111;190;197;6;8;6;1;1;4;1;14;10;1;2;1;1;1;10;18;5;1;1;5;1;2;1;1;34;7;1;2;1;1;1;6;1;3;23;2120;137;1;3;1;1;1;1;7;1;2;11;2;3
ENSG00000132640_BTBD3	20	1566	4	35	25	10	1	1	0	1118	448	25	10	1;1;1;1;1;3;6;1;1;1;1;3;1;1;1;8;1;5;2;1;4;1;1;1;1	1;1;1;2;478;18;1;2;3;1
ENSG00000122644_ARL4A	7	600	1	10	3	7	3	0	3	446	154	3	7	2;1;1	1;15;1;1;80;1;1
ENSG00000119125_GDA	9	1413	15	29	19	10	7	2	5	942	420	19	10	1;5;1;1;1;1;1;2;2;1;39;1;1;2;1;1;10;2;56	1;5;2;1;4;1;1;1;6;1
ENSG00000130734_ATG4D	19	1422	10	37	21	16	5	1	4	927	258	21	16	1;1;2;1;1;1;5;1;1;2;1;1;1;1;1;3;4;2;31;1;1	13;1;1;3;1;15;654;12;1;1;34;1;1;1;2;1
ENSG00000180329_CCDC43	17	681	5	5	5	0	3	3	0	454	218	5	0	1;1;1;6;4	
ENSG00000184162_NR2C2AP	19	501	6	9	7	2	4	3	1	371	130	7	2	2;1;1;4;1;1;1	3;1
ENSG00000117971_CHRNB4	15	1494	6	64	41	23	15	8	7	1044	246	41	23	1;1;4;3;129;1;1;4;2;1;1;1;1;3;4;30;1;1;1;1;1;20;1;1;1;1;2;1;1;2;173;15;24;48;1;3;25;1;1;1;2	6;1;1;1;1;11;12;1;275;1;1;1;92;4;1;1;1;111;1;3;1;1;1
ENSG00000112874_NUDT12	5	1386	6	34	22	12	9	2	7	1041	345	22	12	2;1;1;2;1;1;2;2;1;1;238;1;1;2;11;1;1;24;1;1;5;1	1;2;2034;1;1;499;1;501;7;4;1;1
ENSG00000147535_PPAPDC1B	8	792	7	14	10	4	2	2	0	566	223	10	4	1;6;3;1;1;1;2;1;2;2	1;1;2;1
ENSG00000169710_FASN	17	7533	42	302	144	158	80	25	55	6124	1319	144	158	1;1;1;2;6;13;15;1;2;1;1;10;1;48;5;8;1;1;2;1;1;3;1;16;237;1;5;1;9;1;2;14;5;1;1;1;2;136;1;1;1;1;1;3;1;1;1;1;9;1;1;1;1;1;1;142;2;1;1;1;1;1;1;1;1;1;254;5;1;1;1;1;1;1;7;1;2;2;2;3;1;1;5;2;7;6;1;3;1;2;1;5;1;1;1;1;9;1;2;5;1;2;3;1;2;17;1;1;1;1;1;4;1;1;1;2;1;1;6;1;1;1;1;1;11;4;1;1;1;1;3;1;1;2;1;2;2;3;1;27;1;2;2;1	2;1;1;2;3;1;1;1;5;3;1;3;3;2;2;1;1;2;1;1522;1;3;1;1;1;1;1;5;2;1;1;1;1;1;1;1;23;1;1;2;5;27;236;9;2;1;4;1;1;1;5;1;1;3;1;1;1;2;1;10;1;1;2;44;92;1;1;2;10;6;1;1;1;1;1;1;53;2;2;1;1;2;1182;52;17;326;7;3;9;19;1;1117;1;22;1;1;1;41;1;2;1;1;2;3;2;3;1;1;1;2;1;3;1;90;1;1;3;92;1;1;1;1;1;1;3;1;1;6;5;1;1;3;1;1;1;6;2;1;1;2;3;25;4;1;2;1;32;2;1962;4;1;1;4;1;1;1;1;2
ENSG00000062582_MRPS24	7	501	4	18	12	6	3	2	1	372	129	12	6	1;1;1;1;1;3;1;1;492;2;1;1	1;1;248;1;1;1
ENSG00000047849_MAP4	3	6891	20	151	103	48	25	11	14	2278	1175	103	48	1;1;1;1;10;9;1;1;1;1;1;1;1;1;1;1;1;1;1;2;1;4;1;1;6;2;1;1;1;1;52;1;1;38;1;2;1;3;1;58;19;210;1;1;1;1;23;2;9;2041;1;1;29;1409;2;1;31;1;5;1;1;2;1;1;1947;8;1;1;6;1;5;1;4;1;1;1;134;1;1261;1;1;1;1;1;1;1;1;1;1;16;1;1;2;1;1;16;2;5;1;2;1;146;1	1;1;3;1;4;3;3;1;1;23;4;1;24;29;1;1;12;1;1;4;1;2;1;2;3;29;2;1;1;1;1;1;1;1;6;1;1;1;1;1;2;1;1;1;462;1;11;1
ENSG00000102595_UGGT2	13	4548	39	136	100	36	25	18	7	3521	1027	100	36	1;1;1;1;1;1;1;2;52;10;2;1;1;1;1;1;1;1;1;91;2;27;1;41;1;33;3;1;2;2;1;1;2;1679;2;1;4;27;1;32;1;1;2;2;576;8;2;2;6;1;2;2;2;1;1;2;1;3;1;2;4;1;1;1;2;2;2;3;1;1;1;1;793;1;381;1;1;1;102;1;1;1;9;1;2;8;1;1;7;2;2;1;1;2;1;1;1;6;1;1	2;1;39;1;1;1648;1;11;32;2;6;1;1;13;1;1;61;1;1;48;1;4;1;6;1;1;1;443;230;1;1;1;1;1;3;2
ENSG00000106538_RARRES2	7	489	4	18	14	4	2	1	1	387	102	14	4	5;11;2;1;1;1;2;1;1;1;2;2;1;14	144;1;35;1851
ENSG00000115257_PCSK4	19	2265	15	85	49	36	15	6	9	1366	227	49	36	1;3;1;10;81;1;1;1;13;5;4;1;1;5;2;124;1;1;1;1;1;1;1;2;1;1;19;22;1;89;5;2;1;21;4;1;3;1;1;4;1;4;3;7;3;60;1;1;305	237;1;1;2;1;2;1;1;1;1;1;1;116;1;1;100;3;1;1;4;2;11;2;1;1;1;2;1;1;1;3;11;15;1;46;17
ENSG00000114026_OGG1	3	1272	7	21	15	6	10	5	5	884	384	15	6	3;2;2;1;1;1;141;6;1;5;9;1;3;1;1	1;2;2;1;1;1
ENSG00000177363_LRRN4CL	11	714	1	10	5	5	6	4	2	526	188	5	5	1;2;1;1;2	1;8;1;1;2
ENSG00000180879_SSR4	X	519	6	0	0	0	1	0	1	404	115	0	0		
ENSG00000118160_SLC8A2	19	2763	9	48	12	36	29	12	17	2217	399	12	36	1;1;1;2;1;1;1;3;1;1;1;2	1;33;425;11;1;1;178;3;2;3;15;2;2;3;10;1;1;5;81;14;1;1;1;1;3;25;1;1;1;8;3;1;311;1;2;8
ENSG00000128626_MRPS12	19	414	2	16	8	8	6	1	5	331	83	8	8	1;3;1;2;17;2;1;1	359;1;1;39;1;2;19;39
ENSG00000171786_NHLH1	1	399	1	9	6	3	3	0	3	317	82	6	3	1;25;2;1;1;1	1;1;1
ENSG00000088325_TPX2	20	2349	17	45	28	17	13	7	6	1828	518	28	17	1;1;1;1;1;1;1;1;1;16;6;3;1;2;1;1;1;1;1;17;1;1;1;8;1;3;1;9	1;67;66;1;1;138;6;1;1;11;1;1;1;1461;1122;1;1
ENSG00000115828_QPCT	2	1083	7	25	18	7	8	3	5	789	294	18	7	689;1;13;1;2;1;5;15;1;3;1;1;1;7;6;1;21;672	1;1469;1;1;1;1;1
ENSG00000102543_CDADC1	13	1542	10	22	14	8	2	0	2	957	333	14	8	2;1;1;4;1;16;1;1;1;1;1;1;2;1	8;1;1;1;2;1;1;16
ENSG00000166200_COPS2	15	1350	13	8	2	6	1	0	1	966	363	2	6	1;1	17;1;553;1;1;1
ENSG00000006451_RALA	7	618	4	5	2	3	2	0	2	436	182	2	3	4;1	1;1;2
ENSG00000011007_TCEB3	1	2394	11	58	38	20	16	7	9	1579	662	38	20	1;2;2;1;1;1;2;7;1;1;404;1;1;1;1;1;1;1;1;10;11;14;1;1;279;5;1;2;1;3;2;8;5;1;5;4;1;1	1;31;66;1;16;3;1;1;11;3;1;1;1;30;1;1;1;1;22;1004
ENSG00000260314_MRC1	10	4368	30	31	20	11	43	8	35	3053	1315	20	11	6;27;2;2;1;19;4;2;24;9;3;1651;1450;1;1;1;1;1;1;8	2;1;1;137;1;5;15;80;2;3;12
ENSG00000164741_DLC1	8	4584	17	149	103	46	85	53	32	3381	1152	103	46	4;1;1;1;1;1;1;1;8;1;1;1;1;3;1;13;2;1;1;1;1;2;1;1;1;2;1;1;1;1;1;2;1;1;2487;1;1;1;1;2;1;7;1;1;1;2;2;1;1;1;1;6;1;10;1;1;1;1;1;1;1;1;18;1;1;1;1;21;2;1;1;2;5;294;30;30;2;1;7;1;1;926;4;210;1210;1;1;1;2;1;1;1;1;1;1;62;425;9;1;1;75;1;1	6;2;1;1;1;1;6;1;1;4;1;566;18;565;5;4;1;1;1;15;1;2;1;2;53;1;3;1;1753;1;1;84;89;57;1;1;1;3;1;6;1;142;1;1;1;1
ENSG00000105427_CNFN	19	336	3	7	4	3	3	0	3	286	50	4	3	1;1;4;4	10;9;34
ENSG00000124688_MAD2L1BP	6	918	4	22	12	10	7	3	4	647	271	12	10	1;1;3;1;1;1;1;1;1;54;1;1	2;49;1;1;4;1;91;1;18;163
ENSG00000141582_CBX4	17	1680	5	35	19	16	4	0	4	1412	268	19	16	1;1;5;1;2;1;1;2;1;1;2;7;1;496;8;1;1;1;2	1;2;1;1;18;22;1;2;1;1;12;3;1;227;1;1
ENSG00000178257_PRM3	16	309	1	13	11	2	56	44	12	254	46	11	2	1151;1;471;2;1;3;1;1;1;2;2	1;3
ENSG00000183780_SLC35F3	1	1470	8	31	15	16	5	2	3	1104	363	15	16	1;1;1;1;1;59;15;1;1;1;1;1;2;1;1	295;2257;1;2;1;1;1;7;2;1;2;1;1;1;1;83
ENSG00000068796_KIF2A	5	2232	21	25	11	14	3	1	2	1061	307	11	14	1;1;1;32;1;1;5;1;1;1;1	2;1;1;1;1;43;1;1;1;2;4;3;5;4
ENSG00000119421_NDUFA8	9	516	4	18	10	8	0	0	0	365	151	10	8	1;6;1;1;1;1;1;2;3;1	2;1;1;3;1;1;1692;2
ENSG00000198728_LDB1	10	1233	11	18	10	8	4	3	1	980	253	10	8	1;1;1;1;1;1;2;2;1;2	1;2;2;102;1;1;1;2
ENSG00000173226_IQCB1	3	1794	13	36	26	10	8	7	1	1228	566	26	10	5;1;7;2;2;3;1;1;20;1516;1;214;1;1;2;1;2;5;1;1;1;1;1;37;1;1	1;1;1;5;5;1;20;1903;3;1
ENSG00000206052_DOK6	18	993	8	24	15	9	7	0	7	692	301	15	9	1;3;1;1;5;1;1;1;22;1;1;5;1;1;1	1;1036;2429;1;10;42;5;3;1
ENSG00000167104_BPIFB6	20	1359	15	47	30	17	23	14	9	972	354	30	17	348;10;1;2;2158;2;2;1;166;1;1;1;1;33;1;2;1;1;1;1;1;5;1;1971;227;1;1;1;1;1	1;1;1;1;1;9;2;1;358;17;28;2;1;1;2;2;1
ENSG00000124104_SNX21	20	1119	4	43	31	12	5	3	2	832	278	31	12	1;115;1;1;1;163;1;3;1;4;7;23;3;1754;1;13;3;4;1;1;1;3;1;4;2;2;3;1;1;1;1	1;53;1;385;8;2;1;1;1;1;9;14
ENSG00000218336_TENM3	4	8097	27	198	107	91	87	25	62	6127	1970	107	91	1;1;1;1;1;1;1;1;1;1;1;2;1;1;1;1;1;2;1;1;1;1;1;1;3;2;4;2;11;2;1;1;1;25;22;2;2;3;1;1;1;4;1;1;1;1;1;4;1;1;1;1;1;2;39;1;1;1;2;1;1;1;1;1;1;1;1;1;4;1;5;1;5;1;1;2;1;1;1;2;1;1;1;1;1;3;1;1;1;13;1;1;1;1;2;2;2;2;1;1;1;19;1;1;3;1;3	3;1;1;1;17;3;1;3;1;25;1;424;2;3;1;10;1;9;1;1;2;1;1;1;2403;1;31;1;1;14;1;2;1;1;1;1;1;40;3;1;18;1167;2;2;6;10;825;1;26;25;10;1;1;10;3;25;1;1;4;28;29;3;8;2;291;4;22;1;584;7;1;1;8;24;2;1;31;1;3;2;1;192;5;1;4;15;998;1;15;209;3
ENSG00000121281_ADCY7	16	3240	25	122	68	54	26	10	16	2511	570	68	54	5;1;1;5;3;1;3;1;16;1;1;2;1;1;1;8;1;1;1;1;1;1;1;1;1;1;5;1;2;1;2;5;20;2;1;1;3;2;1;1;2;1;2;3;1;1;2;1;1;1;1;1;2;3;1;1;1;1;1;1;4;1;2;10;1;2;1;1	1;1;1;1;1;3;28;1;1;1;3;4;1;2;2;1;16;1;3;1;18;35;147;1;1;1;1;1;1;1;1;490;2;2;3;1;2;1;2;3;4;1;1;2;49;2;6;3;1;1;2;1;52;99
ENSG00000116774_OLFML3	1	1218	3	30	18	12	3	0	3	856	362	18	12	1;1;1;4;4;1;5;1;1;5;1;2;1;1;1;1;4;14	1;5;4;1;1;1;7;1;18;1;6;4
ENSG00000125877_ITPA	20	582	8	26	16	10	2	1	1	436	146	16	10	448;1;1;1;2;43;1;1;2;1;3;1;1;2;1;3	1;2;2356;5;1;2;9;3;1705;6
ENSG00000196361_ELAVL3	19	1101	7	31	6	25	12	8	4	811	176	6	25	1;1;1;1;1;1	3;1;1;1;1;2;3;2;1;1;1;1;1;24;285;1;438;1;2;1;57;1;3;64;1
ENSG00000137106_GRHPR	9	1074	9	38	17	21	208	141	67	740	244	17	21	17;1;13;1;3;3;52;8;1;3;2;1;1;41;1;1;2	1;5;1;1;7;2;6;1;4;1;1;4;755;1;1;1;1;3;1;1;109
ENSG00000158290_CUL4B	X	2739	21	22	9	13	4	0	4	1820	709	9	13	1;1;1;1;1;1;1;1;1	10;1;2;8;3;1;1;1;3;1;2;1;1
ENSG00000165169_DYNLT3	X	456	6	13	9	4	4	2	2	321	135	9	4	1;658;1;659;1;1;1;4;3	4;10;1325;1
ENSG00000104960_PTOV1	19	1248	12	46	23	23	19	12	7	882	174	23	23	47;9;34;1;1;1;1;1;1;1;454;8;1;1;1;1;1;1;1;1;1;1;1	1;1;1;1800;1;1;1;2;1;1;1;1;1;1;1;180;1;148;48;1;18;1;39
ENSG00000126768_TIMM17B	X	666	7	1	0	1	61	41	20	376	134	0	1		1013
ENSG00000172289_OR10V1	11	927	1	41	30	11	10	4	6	652	275	30	11	6;1;1;1;1;2;1;1;7;1;1;3;1;1;3;1;1;2;8;131;936;1;71;1;1;143;4;1;1;3	1;1;1;2;2;80;1;1;1;3;591
ENSG00000130227_XPO7	8	3264	28	52	17	35	19	11	8	2523	738	17	35	1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1	1;1;4;41;6;1473;59;14;1;1;1;1;1;2;3;19;2;1;1;1;2108;1;35;2;2;1;2;1;3;1;1;1;2;2114;1
ENSG00000013561_RNF14	5	1422	7	24	13	11	5	1	4	995	427	13	11	1;5;1;1;1;15;1;3;1;1;1;1;1	65;4;28;12;1;1;1;1;6;81;1
ENSG00000155660_PDIA4	7	1935	10	72	45	27	14	7	7	1363	572	45	27	1;7;1;2;22;3;1;1;1;3;1;1;47;1;1;1;1;4;2;2;1;1;2;2;1;1;1;5;1;1;1;1;112;5;1;1;7;1;4;1;1;4;1;16;3	2;1;1;1;17;1;1;1;1;2;1;8;1;1;2;2;1;1;1;1;19;1;6;1;1;12;1
ENSG00000100325_ASCC2	22	2271	19	63	38	25	10	4	6	1797	474	38	25	2;1;1;1;1;1;1;61;1;156;6;1;1;1;1;666;1;1;133;3;224;2;1;4;1;2;1;1;2;207;2;3;1;7;487;1;1;11	1;1;1;1;1;2;1;1;1;1;7;2;46;1;1;5;1;1;1;1;1;1;1;3;1
ENSG00000095383_TBC1D2	9	2784	13	107	71	36	13	3	10	2100	652	71	36	4;20;1;1;7;76;4;17;1;1;2;182;2;1;9;3;1;3;1;1;6;1;1;1;2;1;1;9;1;1;1;1;1;1;1;1;10;1;12;2;3;2;26;1;113;1;1;1;1;3;821;1;2065;1055;1;1;1;1;1;1;1;1;1;1;2;1;9;1;1;1;7	1;26;4;5;6;1;3;1;3;1;101;1;2;2006;2;1;1;1;110;8;1;3;1;1;3;26;1;31;240;1;27;1;1;2;46;1
ENSG00000134698_AGO4	1	2583	18	26	15	11	0	0	0	1808	754	15	11	1;1;1;1;1;1;1;1;1;1;1;1;1;1;1	10;1;2;1;6;4;1;41;2;2459;1
ENSG00000152760_TCTEX1D1	1	537	4	12	8	4	6	5	1	405	132	8	4	1;664;1;1;1;990;2;2	1;1;1;1
ENSG00000130311_DDA1	19	306	5	7	3	4	40	26	14	149	46	3	4	1;1;2	1;3;8;1
ENSG00000186603_HPDL	1	1113	1	22	12	10	3	1	2	815	298	12	10	2;1;4;3;1;1;1;2;1;4;1;4	57;1;1;1;4;1;1;9;9;25
ENSG00000185372_OR2V1	5	945	1	30	22	8	14	9	5	698	247	22	8	8;2;3;16;2;3;1;2;1;2;1;12;1;1;560;1;8;15;1;1;5;2	60;20;24;1;2;1;1;1
ENSG00000134690_CDCA8	1	840	10	22	17	5	5	2	3	600	240	17	5	1;1;1;1;1;2;1;3;1;2;1;1;2;1;3;1;2	1;1;16;1;23
ENSG00000130598_TNNI2	11	546	7	20	4	16	12	4	8	486	60	4	16	1;1;1;1	2;2;2;863;2;1;1;26;1;1;1;7;11;3;1;6
ENSG00000009844_VTA1	6	921	8	23	15	8	3	0	3	668	253	15	8	24;1;2;2;1;2;1;4;1;4;1;10;1;2;8	1;1;1;1;1;1;2;1
ENSG00000196171_OR6K2	1	972	1	41	31	10	16	12	4	680	292	31	10	1;1;1;1;3;3;2;1;1;91;1;1;2;1;197;150;1;1;1;1;1;10;1;1;2;1;5;2;2;152;12	1;6;21;240;1;2;1;2;50;1
ENSG00000123453_SARDH	9	2754	20	91	54	37	24	9	15	2169	585	54	37	1;1;1;1;1;75;1;1;4;1;5;1;2231;8;1;1856;2;1;35;3;1;1;1;1;5;1;1;90;1;38;1;4;1;2;1;1;1;3;1;1;1;34;5;2;1;1;1;1;1;6;14;2;1;73	1;2;1;2;81;8;2083;1;1;1;3;1861;1;1;3;87;1;2;2123;13;1;14;12;1;38;1;1;1;82;3;2;1;3;7;2;1;1100
ENSG00000103037_SETD6	16	1419	8	38	19	19	11	5	6	1027	320	19	19	1;1;16;1;1;2;3;1;1;1;1;14;1;7;9;1;6;3;3	1;1;4;1;1;1;1;1;1152;1;691;2;2;4;1;1;1;1154;5
ENSG00000163026_C2orf44	2	2163	3	37	24	13	13	8	5	1571	592	24	13	1;4;1;1;1;5;6;3;1;6;1;1;1;1;3;1;1;1;1;1;493;3;2;2	1;1;3;27;1;1;1;1;1;6;1;1;1
ENSG00000181544_FANCB	X	2577	8	49	33	16	12	5	7	1970	606	33	16	2;1;1;1;1;1;1;8;1;1;2;1;2;1;2;17;2;1;1;1;1;1;2;138;2;1;1;1;2;1;1;1;3	1;4;1;1;2;1;1;1;1;6;1;2;1;1;29;2
ENSG00000256453_DND1	5	1059	4	20	13	7	3	1	2	816	243	13	7	1;18;3;4;1;1;1;4;1;2;1;4;1	20;28;4;1;4;2;2446
ENSG00000115461_IGFBP5	2	816	4	22	10	12	3	1	2	694	122	10	12	3;1;2;3;1;1;1;58;3;1	7;32;107;4;241;1;6;1;1;26;5;2
ENSG00000066379_ZNRD1	6	378	4	8	6	2	0	0	0	277	101	6	2	1;89;1;1;1;1	1;207
ENSG00000178297_TMPRSS9	19	3177	17	159	98	61	43	16	27	2479	695	98	61	250;1;2086;1;1950;12;1;1;13;1;1;31;1;1;1;1;1;148;1;1;1;1;4;1;1;2;11;1;710;2;1;2;1;1;1;1;1;78;2;144;1;2;1;1;1;3;1;2;3;5;2;1;1;2;1;1;1;8;8;3;1;1;155;17;1;3;2;2;1;1;6;1;1;5;1;1;631;17;1;1;1;4;3;2;1;1;4;2;99;633;5;3;8;1;1;1;70;1	3;247;1;1;2;2157;4;48;18;25;1;28;2;710;1;710;2;5;1;1;1;1968;5;7;142;1;21;3;2;1;1969;1;21;729;1;1;1;1;1;1;1;34;813;2;10;23;1;1;1;3;2;1;8;3;1;1;1;213;11;11;1
ENSG00000149639_SOGA1	20	4983	15	116	68	48	140	95	45	2464	581	68	48	261;1;1;1;1;2;1;1;1;1;1;1;1;1;2;1;6;1;1;1;1;140;3;1;1;4;1;5;1;1;1;3;1;5;1;1;1;1;1;1;1;16;1;26;1;1;2;1;1;1;56;1;1;1;2;1;1;1;1;1;2;1;1;2;1;1;3;1	1;1;1;171;1;25;171;6;1;181;3;4;171;1;1;2;1;1;1;1;212;2;72;1;4;2;1;1;2;1;5;31;31;1;1;1;1;90;1;1;1;4;69;23;1154;3;2;3
ENSG00000051523_CYBA	16	630	6	27	19	8	110	67	43	407	103	19	8	1;1;7;1;226;1;1;15;1;43;1;2;9;1681;10;1;1;1;1	52;1;1;227;1;1;22;1
ENSG00000169718_DUS1L	17	1419	13	51	25	26	11	1	10	1142	277	25	26	1;1;1;1;1;1;1;1;1;2;12;300;2;2;1;1;1;1;1;1;1;1;1;1;1	3;1;1;1;6;2;1;5;13;1;307;35;91;30;1;3;1;638;1;1;1;2;1;1;1;1
ENSG00000185761_ADAMTSL5	19	1413	11	51	35	16	42	25	17	1122	291	35	16	3;11;1;1;1;10;5;52;16;1;1;1;1;1;1;1;37;2;1;15;1;1;1;1;1;1;14;15;1;1;1;1;1;2;1	1;1;10;1;6;101;1;6;1;6;1;1;1;322;186;15
ENSG00000166595_FAM96B	16	489	5	8	4	4	13	5	8	367	110	4	4	1;1;3;1	1;5;1;5
ENSG00000172985_SH3RF3	2	2646	10	91	53	38	62	51	11	1603	470	53	38	623;2;1;2;1;1;1;1;1;12;1;2;1;1;2;1;1;1;1;1;1;1;1;1;1;2;1;1;1;3;1;1;1;1;1;2;1;2;1;89;4;2;1;1;1;1;4;16;1;2;1;1;14	42;2;1;9;1;2;13;32;52;1;2;12;1;2;2;2;1;43;5;1;624;2;4;1;1;13;51;1;1;5;1;3;2;1;9;1;1;9
ENSG00000162623_TYW3	1	777	6	19	14	5	6	2	4	556	221	14	5	1;1;10;1;1;1;189;1799;13;1;1;1;1;1	60;2;1;191;1
ENSG00000154997_SEPT14	7	1296	9	29	23	6	11	3	8	993	303	23	6	3;2;1;1;1;4;1;1;1;23;1;1;1;22;1;1;2;11;36;1;1;36;53	2;1;4;2;1;13
ENSG00000064652_SNX24	5	606	8	6	3	3	40	27	13	363	90	3	3	4;1;1	28;1;1
ENSG00000138085_ATRAID	2	852	7	29	23	6	7	6	1	615	237	23	6	403;1;3;1;1;479;4;1;8;2;3;5;1;2;1;1;1;51;1;1;1;281;1	1;1;1;1;11;5
ENSG00000051180_RAD51	15	1020	9	16	9	7	86	59	27	754	258	9	7	1;1;12;1;1;1;4;1;1	1;1;1;1;3;1;3
ENSG00000107625_DDX50	10	2211	15	35	19	16	3	1	2	1663	548	19	16	3;1;2;1;1;1;1;1;1;1;1;1;3;71;1;1;6;1;1	1;2;5;22;6;9;1;1;232;3;84;1;1723;1;3;1
ENSG00000204104_TRAF3IP1	2	2073	17	57	42	15	20	11	9	1442	552	42	15	1;2;1;1;1;1;97;4;1;11;1;767;6;1;228;6;2;1;1027;1;1;1;1;4;3;3;4;1;1;6;1;4;2;767;8;2;2;1;214;1;1;1	1677;7;1;1;1;2;767;5;2;2;1;1;1;2;1
ENSG00000120159_CAAP1	9	1083	6	23	17	6	6	3	3	768	315	17	6	1;1;38;45;257;2;1;1;3;3;1;1;4;15;1;2;1	242;1;1;4;2;1159
ENSG00000140104_C14orf79	14	975	5	29	20	9	7	4	3	469	176	20	9	1;1;1;1;21;4;38;3;1;1;1;1;24;1;1;8;1;1;23;3	34;6;10;1;1;1;2;1;1278
ENSG00000142871_CYR61	1	1143	5	19	13	6	2	1	1	874	269	13	6	1;1;1;1;1;1;1;14;1;1;6;1;1	1;1;69;22;10;1
